ID	Tweet	Affect Dimension	Intensity Class
2017-En-30099	@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal	joy	3: high amount of joy can be inferred
2017-En-30247	It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol 	joy	2: moderate amount of joy can be inferred
2017-En-30530	Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.	joy	1: low amount of joy can be inferred
2017-En-30974	I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up	joy	1: low amount of joy can be inferred
2017-En-31538	light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)	joy	1: low amount of joy can be inferred
2017-En-31335	A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub	joy	2: moderate amount of joy can be inferred
2017-En-30001	Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂	joy	3: high amount of joy can be inferred
2017-En-30625	Pre-prepare direction plays hale and hearty situation an in child's evolvement: CMmyd	joy	0: no joy can be inferred
2017-En-30136	Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy	joy	3: high amount of joy can be inferred
2017-En-31289	Swear I got the most playful ass bf ever 😂🙄	joy	3: high amount of joy can be inferred
2017-En-31014	My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 #hilarious	joy	3: high amount of joy can be inferred
2017-En-31115	@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents 	joy	3: high amount of joy can be inferred
2017-En-31534	is it bad that kurt is literally me..? 	joy	0: no joy can be inferred
2017-En-30759	Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power'	joy	0: no joy can be inferred
2017-En-31072	@MariamVeiszadeh why sick. I am rejoicing that it is only half	joy	1: low amount of joy can be inferred
2017-En-31318	Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live	joy	1: low amount of joy can be inferred
2017-En-30632	I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out	joy	0: no joy can be inferred
2017-En-31458	@JaredWyand Trump wasn't laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!	joy	0: no joy can be inferred
2017-En-31223	Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment.	joy	0: no joy can be inferred
2017-En-30414	@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.	joy	1: low amount of joy can be inferred
2017-En-30931	@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism	joy	0: no joy can be inferred
2017-En-30341	My future must be bright af.	joy	1: low amount of joy can be inferred
2017-En-31088	@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.	joy	0: no joy can be inferred
2017-En-31606	@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.	joy	2: moderate amount of joy can be inferred
2017-En-30503	I think what 2016 to really needs to round it out is a @cthulhu4america vs @smod2016 twitter debate. End on something joyful, ya know?.	joy	1: low amount of joy can be inferred
2017-En-31464	Why would Enrique sub off busquet? #hilarious	joy	2: moderate amount of joy can be inferred
2017-En-30053	Food that gets delivered 😍🙌🏻 #cheering #happy	joy	3: high amount of joy can be inferred
2017-En-30664	@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten	joy	0: no joy can be inferred
2017-En-31164	@CScheiwiller can't stop smiling 😆😆😆	joy	3: high amount of joy can be inferred
2017-En-31002	imagine if teppu got animated by madhouse tho &gt;_&lt;	joy	0: no joy can be inferred
2017-En-30373	Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically	joy	1: low amount of joy can be inferred
2017-En-31507	Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded	joy	1: low amount of joy can be inferred
2017-En-30039	Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious	joy	3: high amount of joy can be inferred
2017-En-21478	#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis	joy	1: low amount of joy can be inferred
2017-En-31129	i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW  #mums	joy	3: high amount of joy can be inferred
2017-En-31065	“Set up as an ideal the facing of reality as honestly and as cheerfully as possible.” - Karl Menninger     #2ndHalfWealth	joy	0: no joy can be inferred
2017-En-31130	She'll be bribing her parents with hearty laughter and giggles :) #Loveet	joy	3: high amount of joy can be inferred
2017-En-30091	having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling	joy	3: high amount of joy can be inferred
2017-En-31312	@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :)	joy	2: moderate amount of joy can be inferred
2017-En-30969	Ever wake up and instantly feel happy?	joy	2: moderate amount of joy can be inferred
2017-En-31047	✨you make me happy @EthanDolan @GraysonDolan✨	joy	3: high amount of joy can be inferred
2017-En-30811	It is too fucking bright &amp; too fucking hot outside	joy	0: no joy can be inferred
2017-En-30622	I'm worried someday I'll be yelling at my kids and they'll be confused about if or not I'm being serious 😭😭😭\n\nI'm too damn playful	joy	0: no joy can be inferred
2017-En-31197	@yeldarbkered You've got quite the cheery young Souls fan. :)	joy	3: high amount of joy can be inferred
2017-En-30509	Watch this amazing live.ly broadcast by @arbitraryvlog #lively #musically	joy	1: low amount of joy can be inferred
2017-En-30074	A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)	joy	3: high amount of joy can be inferred
2017-En-30716	@jellzybean cheer up punkin'	joy	0: no joy can be inferred
2017-En-31589	laughter is such a powerful thing and everybody deserves to laugh, if u like shitty romcoms and get a giggle outta planet uranus, power to u	joy	2: moderate amount of joy can be inferred
2017-En-30876	Dolores.' A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' A constant delight.. As always.'	joy	2: moderate amount of joy can be inferred
2017-En-30240	Make someone happy ^_^	joy	2: moderate amount of joy can be inferred
2017-En-30137	Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip	joy	3: high amount of joy can be inferred
2017-En-30116	@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious	joy	3: high amount of joy can be inferred
2017-En-30698	Meanwhile, the so-called M’s fans sit there knitting or sleeping not sure which but they certainly aren’t cheering like the other teams fans	joy	0: no joy can be inferred
2017-En-31563	@JackHoward the Christmas episode genuinely had me in tears of laughter	joy	3: high amount of joy can be inferred
2017-En-30794	@aradsliff don't know I'm from nj we are the worst on purpose. 	joy	0: no joy can be inferred
2017-En-30343	Watch this amazing live.ly broadcast by @elise_awsome_11  #musically	joy	1: low amount of joy can be inferred
2017-En-31591	#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...	joy	2: moderate amount of joy can be inferred
2017-En-30424	Watch this amazing live.ly broadcast by @thebrandonrobert  #musically	joy	1: low amount of joy can be inferred
2017-En-31488	Ive learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire	joy	2: moderate amount of joy can be inferred
2017-En-30092	@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!	joy	3: high amount of joy can be inferred
2017-En-31541	@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate	joy	1: low amount of joy can be inferred
2017-En-30277	Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically	joy	2: moderate amount of joy can be inferred
2017-En-30051	Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears	joy	3: high amount of joy can be inferred
2017-En-30392	@bijayjanand\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. #hearty respect 🙏🙏	joy	1: low amount of joy can be inferred
2017-En-30038	Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful	joy	3: high amount of joy can be inferred
2017-En-30929	This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any 	joy	0: no joy can be inferred
2017-En-30940	i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴	joy	3: high amount of joy can be inferred
2017-En-30975	I'm the reason I smile everyday 💯	joy	3: high amount of joy can be inferred
2017-En-30704	The bounty hunter things a bit lively	joy	0: no joy can be inferred
2017-En-30534	A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-	joy	1: low amount of joy can be inferred
2017-En-31265	After this news I'm supposed to be so damn happy and rejoicing but I'm here like 😩😔😭😞	joy	0: no joy can be inferred
2017-En-31023	@GreatDismal @Bencjacobs and it’s gleeful because they’re so inspired, so convinced they’re winning and at last have their strongman	joy	2: moderate amount of joy can be inferred
2017-En-30914	#twd comes on soon #happy	joy	3: high amount of joy can be inferred
2017-En-30615	Do not truck the delight; delight the truck.	joy	0: no joy can be inferred
2017-En-30848	Ready for that nice, breezy, calm, sunshine weather.🍂🍁 #Autumn	joy	2: moderate amount of joy can be inferred
2017-En-31475	Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg	joy	1: low amount of joy can be inferred
2017-En-30100	I found #marmite in Australia. `:) #happy	joy	3: high amount of joy can be inferred
2017-En-30323	Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.	joy	2: moderate amount of joy can be inferred
2017-En-30242	Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday	joy	2: moderate amount of joy can be inferred
2017-En-30798	Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas 	joy	0: no joy can be inferred
2017-En-31483	Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart 😘	joy	2: moderate amount of joy can be inferred
2017-En-30255	I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.	joy	2: moderate amount of joy can be inferred
2017-En-31337	Tiller and breezy should do a collab album. Rapping and singing prolly be fire	joy	2: moderate amount of joy can be inferred
2017-En-30468	Watch this amazing live.ly broadcast by @thebrandonrobert #lively #musically	joy	1: low amount of joy can be inferred
2017-En-30561	the prospect of getting choked out by a hot daddy tonight is sorta cheering me up but I also kinda just wanna watch the new AHS episode lol	joy	0: no joy can be inferred
2017-En-31485	Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617	joy	3: high amount of joy can be inferred
2017-En-30596	Love how cheerful that woman is about storing someone else's furniture for an eternity. I'd have sold it by now. #GrandDesigns	joy	0: no joy can be inferred
2017-En-30476	A cheerful sloth annotated old books about a very good man then the gods ended evil.	joy	1: low amount of joy can be inferred
2017-En-31025	alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down	joy	0: no joy can be inferred
2017-En-30684	@lilymooregrant u used to chirp me for drinking it u hoe	joy	0: no joy can be inferred
2017-En-30415	It has been medically proven that laughter is an effective pain killer.	joy	1: low amount of joy can be inferred
2017-En-30427	I wish there was a #glee version of @ShawnMendes Stitches. @GLEEonFOX #gleekforever	joy	1: low amount of joy can be inferred
2017-En-30789	@iamglenn35 the forth character? No... not gleeful enough...	joy	0: no joy can be inferred
2017-En-30939	@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...	joy	1: low amount of joy can be inferred
2017-En-31590	I got so much fan's on here! Y'all and vixx keep me smiling ❤❤❤	joy	3: high amount of joy can be inferred
2017-En-30075	I'm watching joyful noise for 100000000 time cuz I love this movie and @KekePalmer	joy	3: high amount of joy can be inferred
2017-En-30461	I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha	joy	1: low amount of joy can be inferred
2017-En-30762	I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky	joy	0: no joy can be inferred
2017-En-31424	@URClassless I think that yawning actor died of a drug overdose. #glee	joy	0: no joy can be inferred
2017-En-30612	@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig	joy	0: no joy can be inferred
2017-En-30486	@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi	joy	1: low amount of joy can be inferred
2017-En-30009	@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot	joy	3: high amount of joy can be inferred
2017-En-30011	It's meant to be!! #happy #happy	joy	3: high amount of joy can be inferred
2017-En-30961	@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious	joy	3: high amount of joy can be inferred
2017-En-31557	never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*	joy	0: no joy can be inferred
2017-En-30191	Lmboo , using my nephew for meme #hilarious	joy	2: moderate amount of joy can be inferred
2017-En-31533	is it bad that kurt is literally me..? #glee	joy	0: no joy can be inferred
2017-En-30021	When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious	joy	3: high amount of joy can be inferred
2017-En-31363	Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.	joy	0: no joy can be inferred
2017-En-31091	And girl I love your perfume there's something bout you 🎧 #breezy	joy	2: moderate amount of joy can be inferred
2017-En-30720	Light of day per heyday popularization backfire cinematography: XUcQb	joy	0: no joy can be inferred
2017-En-30819	Quinn's short hair makes me sad. #glee	joy	0: no joy can be inferred
2017-En-30380	When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST	joy	1: low amount of joy can be inferred
2017-En-30320	@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.	joy	2: moderate amount of joy can be inferred
2017-En-31227	@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.	joy	2: moderate amount of joy can be inferred
2017-En-30102	Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake	joy	3: high amount of joy can be inferred
2017-En-31202	@Harry_Styles 💖\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\n—90,127	joy	3: high amount of joy can be inferred
2017-En-30979	@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean	joy	0: no joy can be inferred
2017-En-30919	This is a beautiful day that the Lord has made. I will rejoice and be glad!!!	joy	3: high amount of joy can be inferred
2017-En-30607	@rantking just adding a little levity	joy	0: no joy can be inferred
2017-En-30993	in geometry today hannah started crying of laughter because ms. canning said 'pp' lol	joy	2: moderate amount of joy can be inferred
2017-En-31298	I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.	joy	3: high amount of joy can be inferred
2017-En-30467	Whether you are rejoicing or fighting back tears, God wants to share the moment with you.	joy	1: low amount of joy can be inferred
2017-En-30924	Accept the challenges, so that you may feel the exhilaration of victory.	joy	0: no joy can be inferred
2017-En-31504	@gothictana im a delight	joy	2: moderate amount of joy can be inferred
2017-En-31022	someone teach me how to cheer someone up	joy	0: no joy can be inferred
2017-En-31245	some say my lover is a pale green light\nhe hovers high where the moon shines bright	joy	1: low amount of joy can be inferred
2017-En-30130	#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight	joy	3: high amount of joy can be inferred
2017-En-31531	@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.	joy	0: no joy can be inferred
2017-En-30241	What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg 	joy	2: moderate amount of joy can be inferred
2017-En-30198	#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment …	joy	2: moderate amount of joy can be inferred
2017-En-30599	Be free and open and breezy! Enjoy! Things won't get any better so get used to it.	joy	0: no joy can be inferred
2017-En-30356	Transitioning to a new job is hard when you have nothing but joyful memories of the previous one. Thanks @LifeTeen for changing my life! ❤️	joy	1: low amount of joy can be inferred
2017-En-30864	@diehimbeertonis She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)	joy	0: no joy can be inferred
2017-En-30551	#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers 💙🙏	joy	0: no joy can be inferred
2017-En-30363	Accept the challenges so that you can feel the exhilaration of victory!!	joy	1: low amount of joy can be inferred
2017-En-31131	@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?💓 96,127	joy	3: high amount of joy can be inferred
2017-En-30470	@thetwattickla @NottRihanna lol no it's sparkling wine	joy	1: low amount of joy can be inferred
2017-En-20601	Research has determined 70% of #laughter is actually #anxiety.	joy	0: no joy can be inferred
2017-En-30879	@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget	joy	3: high amount of joy can be inferred
2017-En-30998	@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude	joy	3: high amount of joy can be inferred
2017-En-31453	you know it's beauty when the smile is her best curve	joy	3: high amount of joy can be inferred
2017-En-31235	Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.	joy	2: moderate amount of joy can be inferred
2017-En-31028	@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is	joy	2: moderate amount of joy can be inferred
2017-En-30060	Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray	joy	3: high amount of joy can be inferred
2017-En-30403	@u4uzoma Boss I see you as someone that is jovial and funny. Tho av not met u in person.	joy	1: low amount of joy can be inferred
2017-En-30838	i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩	joy	0: no joy can be inferred
2017-En-30077	now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay	joy	3: high amount of joy can be inferred
2017-En-30888	@tomlinmayniac starting my new challenge ! A glee poll every day !	joy	2: moderate amount of joy can be inferred
2017-En-30988	18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...	joy	1: low amount of joy can be inferred
2017-En-30423	Always doing the EmotionalHedge™ w #WPS\n\nI'm elated about start.  Have I mentioned I'm on TAMU -6?!	joy	1: low amount of joy can be inferred
2017-En-30185	@reinervshunter you got this #staystrong #smile #yourebeautiful	joy	2: moderate amount of joy can be inferred
2017-En-31473	i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going	joy	0: no joy can be inferred
2017-En-30442	@RapeseedOilFans \nWho nose where those scent roses went\nTo a spot in the Orient\nMummified\nIn rapeseed oil fried\nEating drinking &amp; merriment.	joy	1: low amount of joy can be inferred
2017-En-30005	Today I reached 1000 subscribers on YT!! , #goodday, #thankful	joy	3: high amount of joy can be inferred
2017-En-30008	Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much 	joy	3: high amount of joy can be inferred
2017-En-30724	Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy 	joy	0: no joy can be inferred
2017-En-30340	Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5	joy	1: low amount of joy can be inferred
2017-En-31026	@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy	joy	0: no joy can be inferred
2017-En-30237	Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.	joy	2: moderate amount of joy can be inferred
2017-En-31456	@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. 	joy	0: no joy can be inferred
2017-En-30971	@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair	joy	0: no joy can be inferred
2017-En-31571	Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse	joy	1: low amount of joy can be inferred
2017-En-30264	Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent	joy	2: moderate amount of joy can be inferred
2017-En-30878	@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. 	joy	0: no joy can be inferred
2017-En-31410	Your attitude toward your struggles is equally as important as your actions to work through them. #optimism	joy	1: low amount of joy can be inferred
2017-En-31431	Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching	joy	3: high amount of joy can be inferred
2017-En-31276	I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper #happy #letsdance #dirtydancinginthemoonlight👌	joy	3: high amount of joy can be inferred
2017-En-31173	It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol	joy	3: high amount of joy can be inferred
2017-En-31064	I'm so excited to see Nat tonight 😍😍.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media 😍 #BB18	joy	3: high amount of joy can be inferred
2017-En-30365	@bodwell_james did it not just enliven your soul	joy	1: low amount of joy can be inferred
2017-En-30479	When we give cheerfully and accept gratefully, everyone is blessed.\n»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou	joy	1: low amount of joy can be inferred
2017-En-30600	Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff! @AngryArchosaur	joy	0: no joy can be inferred
2017-En-31340	@jtkola @danmericaCNN she's still younger and more spry than trump	joy	0: no joy can be inferred
2017-En-30405	#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote  #problemsolving #behappy	joy	1: low amount of joy can be inferred
2017-En-30921	Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat	joy	0: no joy can be inferred
2017-En-30489	i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me	joy	1: low amount of joy can be inferred
2017-En-30873	If yiu don't respond .o an email within 7 days, you willxbe killed by an animated gif of the girl froa The Ri.g.	joy	0: no joy can be inferred
2017-En-30524	@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me #optimism #itsagunalright	joy	1: low amount of joy can be inferred
2017-En-30714	@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔	joy	0: no joy can be inferred
2017-En-30464	Watch this amazing live.ly broadcast by @__.mila.__  #musically	joy	1: low amount of joy can be inferred
2017-En-30383	@ClaireBlair27 See, that's how you and Michelle are so cheery!	joy	1: low amount of joy can be inferred
2017-En-30311	Watch this amazing live.ly broadcast by @evanhufferd #lively #musically	joy	2: moderate amount of joy can be inferred
2017-En-31203	@JackEvans711, you are the best Whiney Jerkass Heel since @IAmJericho's heyday in WCW. \n #LuchaUnderground	joy	1: low amount of joy can be inferred
2017-En-30636	On the bright side with YouTube heroes leafy will finally get banned	joy	0: no joy can be inferred
2017-En-31062	@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious	joy	3: high amount of joy can be inferred
2017-En-31370	Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool	joy	0: no joy can be inferred
2017-En-30948	Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure	joy	2: moderate amount of joy can be inferred
2017-En-30259	Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy	joy	2: moderate amount of joy can be inferred
2017-En-30276	I'm a cheery ghost.	joy	2: moderate amount of joy can be inferred
2017-En-30515	Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. 	joy	1: low amount of joy can be inferred
2017-En-30413	To insure good health: Eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life.	joy	1: low amount of joy can be inferred
2017-En-31269	Do not #educate your child to be #rich, educate them to be #happy. So when they grow up, they'll know the #value of things, not the price.	joy	0: no joy can be inferred
2017-En-31341	Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!	joy	2: moderate amount of joy can be inferred
2017-En-30678	@crumpledlinen he chirp	joy	0: no joy can be inferred
2017-En-31102	#bcwinechat what's the most common method used to make BC #sparkling #wine?	joy	0: no joy can be inferred
2017-En-30549	@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :)	joy	0: no joy can be inferred
2017-En-31256	The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville	joy	1: low amount of joy can be inferred
2017-En-31287	The #chiropractor makes me so #happy.	joy	3: high amount of joy can be inferred
2017-En-30109	You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo	joy	3: high amount of joy can be inferred
2017-En-30134	@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the 	joy	3: high amount of joy can be inferred
2017-En-30394	@AimiSyafiqahR go check up with your bf. He'll give u strength with just one smile. #TOPno1	joy	1: low amount of joy can be inferred
2017-En-31393	why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always	joy	0: no joy can be inferred
2017-En-31146	I gave up on the U20 Rugby bet on the Roosters! #cheering #nrl	joy	0: no joy can be inferred
2017-En-30512	@Hank_nsno @RonaldKoeman cheering and clapping I assume	joy	1: low amount of joy can be inferred
2017-En-30760	@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?	joy	0: no joy can be inferred
2017-En-30997	🎉 It is time for a most joyous celebration! 🎉	joy	3: high amount of joy can be inferred
2017-En-30787	@debutemma I dont have to sit here and take this from u spry young children	joy	0: no joy can be inferred
2017-En-30898	@r0Ils ppl get triggered over u smiling they're irrelevant	joy	0: no joy can be inferred
2017-En-30289	@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -	joy	2: moderate amount of joy can be inferred
2017-En-31247	@GreggDoyelStar I'm sure you'll have a heyday if they do	joy	1: low amount of joy can be inferred
2017-En-30730	@NebulaJoker No, they aren't. Episodes are animated during the week before they air.	joy	0: no joy can be inferred
2017-En-30278	Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically	joy	2: moderate amount of joy can be inferred
2017-En-30013	My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay 	joy	3: high amount of joy can be inferred
2017-En-30672	@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate	joy	0: no joy can be inferred
2017-En-30192	@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.	joy	2: moderate amount of joy can be inferred
2017-En-30726	@berniedole looks that way. But let's think about Rohan last week ... #optimism	joy	0: no joy can be inferred
2017-En-30915	#twd comes on soon 	joy	0: no joy can be inferred
2017-En-30065	@MrHenvin Thank you, happy birthday to you as well!	joy	3: high amount of joy can be inferred
2017-En-31525	Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.	joy	0: no joy can be inferred
2017-En-30498	Evening all. Don't forget it's #RobinHoodHour TONIGHT 🏹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour	joy	1: low amount of joy can be inferred
2017-En-31260	When my friends send me ballons and fireworks through text... #amazing 	joy	3: high amount of joy can be inferred
