ID	Tweet	Affect Dimension	Intensity Class
2017-En-22078	Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n#Loneliness #aloneinthecity #fear	fear	2: moderate amount of fear can be inferred
2017-En-21219	About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography 	fear	0: no fear can be inferred
2017-En-20819	@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies	fear	0: no fear can be inferred
2017-En-20769	I have no #alarm preset #life will #wakemeup	fear	0: no fear can be inferred
2017-En-21507	 heads melted, very tired but can't sleep. 	fear	0: no fear can be inferred
2017-En-20931	@Wild_Lucario_ *chuckles* did I scare you?	fear	0: no fear can be inferred
2017-En-20353	not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible	fear	1: low amount of fear can be inferred
2017-En-21434	Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.	fear	2: moderate amount of fear can be inferred
2017-En-22239	 Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor	fear	0: no fear can be inferred
2017-En-21094	@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍	fear	0: no fear can be inferred
2017-En-20133	@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children	fear	2: moderate amount of fear can be inferred
2017-En-21800	#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n #UNGA  #UN	fear	1: low amount of fear can be inferred
2017-En-20956	@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate	fear	0: no fear can be inferred
2017-En-21274	@chelsysayshi @Adweek touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat	fear	0: no fear can be inferred
2017-En-22171	I'm so over having anxiety	fear	3: high amount of fear can be inferred
2017-En-21141	That goes the 	fear	0: no fear can be inferred
2017-En-21848	@PridefulSamurai horrible things	fear	2: moderate amount of fear can be inferred
2017-En-20236	#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves	fear	1: low amount of fear can be inferred
2017-En-21020	Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !	fear	0: no fear can be inferred
2017-En-21190	Watching It Follows.  This is a super freaky movie.  #scary	fear	2: moderate amount of fear can be inferred
2017-En-21750	Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey	fear	0: no fear can be inferred
2017-En-20370	Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme	fear	1: low amount of fear can be inferred
2017-En-21759	@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.	fear	3: high amount of fear can be inferred
2017-En-20355	#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'	fear	1: low amount of fear can be inferred
2017-En-20537	I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion	fear	0: no fear can be inferred
2017-En-20176	My anxiety is playing around HELP!!!!!	fear	2: moderate amount of fear can be inferred
2017-En-20599	#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan	fear	0: no fear can be inferred
2017-En-20103	A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg	fear	2: moderate amount of fear can be inferred
2017-En-21539	@syd_viciously I have gained a tremendous amount of respect for @RandPaul over the past couple of years.	fear	0: no fear can be inferred
2017-En-20462	@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary	fear	0: no fear can be inferred
2017-En-21045	Jorge deserves it, honestly. He's weak.  #90dayfiance	fear	0: no fear can be inferred
2017-En-21884	Mary Berry and her reign of terror	fear	2: moderate amount of fear can be inferred
2017-En-21074	.@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL	fear	0: no fear can be inferred
2017-En-20501	Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.	fear	0: no fear can be inferred
2017-En-20556	Sickness bug! 	fear	0: no fear can be inferred
2017-En-20717	@metrotrains why is there no disabled access at pontefract monkhill? 	fear	0: no fear can be inferred
2017-En-22093	@simonschuster @StephenKing @BuzzFeed And don't forget a fear of St. Bernards. #Cujo	fear	0: no fear can be inferred
2017-En-21372	@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully	fear	0: no fear can be inferred
2017-En-20265	@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone	fear	1: low amount of fear can be inferred
2017-En-22203	Angel got me nervous out here 😷	fear	2: moderate amount of fear can be inferred
2017-En-21851	@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?	fear	1: low amount of fear can be inferred
2017-En-20597	The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal	fear	0: no fear can be inferred
2017-En-20270	@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. 	fear	1: low amount of fear can be inferred
2017-En-21312	what to wear Friday \nspeaking in front of 100's.   #nervous	fear	3: high amount of fear can be inferred
2017-En-20898	Huns are like a box of coffee revels #horrible	fear	0: no fear can be inferred
2017-En-22151	hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her	fear	0: no fear can be inferred
2017-En-20316	@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. 	fear	1: low amount of fear can be inferred
2017-En-20138	my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --	fear	2: moderate amount of fear can be inferred
2017-En-21995	#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional	fear	0: no fear can be inferred
2017-En-22040	Newly engaged Stevie Wonder has been trying to disguise #the #awful smell from his throat: with a leather jacket made from a broken Wii.	fear	0: no fear can be inferred
2017-En-21699	I'm so bored and fat and full and ridiculously overweight and rolls galore 	fear	0: no fear can be inferred
2017-En-20027	@tchop__StL @YouTube \nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting.	fear	3: high amount of fear can be inferred
2017-En-20069	I feel horrible. I have accounting today but physically and mentally am not okay 😪	fear	3: high amount of fear can be inferred
2017-En-20963	Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad 	fear	0: no fear can be inferred
2017-En-21301	I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am	fear	2: moderate amount of fear can be inferred
2017-En-21757	Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad 	fear	0: no fear can be inferred
2017-En-20659	I have another test tonight 	fear	0: no fear can be inferred
2017-En-21620	On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship	fear	0: no fear can be inferred
2017-En-20342	Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA	fear	1: low amount of fear can be inferred
2017-En-21683	@MatherFamilys @SDICenter @CAllstadt \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?	fear	0: no fear can be inferred
2017-En-22123	@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un	fear	1: low amount of fear can be inferred
2017-En-20596	@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful	fear	0: no fear can be inferred
2017-En-20089	@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough	fear	3: high amount of fear can be inferred
2017-En-22008	#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz	fear	2: moderate amount of fear can be inferred
2017-En-20439	@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and shocking	fear	0: no fear can be inferred
2017-En-20793	Fear blocks blessings, faith unlocks them. #ManUp #fear #faith	fear	0: no fear can be inferred
2017-En-20753	Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove	fear	0: no fear can be inferred
2017-En-20575	Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI	fear	0: no fear can be inferred
2017-En-21870	@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t	fear	1: low amount of fear can be inferred
2017-En-21486	Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression	fear	3: high amount of fear can be inferred
2017-En-21673	Celtic sure know how to send a wild shiver down your spine	fear	2: moderate amount of fear can be inferred
2017-En-22228	Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless #awe	fear	0: no fear can be inferred
2017-En-22180	Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight	fear	0: no fear can be inferred
2017-En-20367	@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤	fear	1: low amount of fear can be inferred
2017-En-20524	@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered 	fear	0: no fear can be inferred
2017-En-20398	While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty	fear	0: no fear can be inferred
2017-En-21066	Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book	fear	0: no fear can be inferred
2017-En-21110	@FraserKeegan just had a steak pie supper #tremendous	fear	0: no fear can be inferred
2017-En-20879	How I Murdered Your Mother #SpookyTv 	fear	0: no fear can be inferred
2017-En-22062	Was actually just watching AHS while half covering my eyes #scared #Roanoke  #AHSRoanoke	fear	3: high amount of fear can be inferred
2017-En-21295	Time for some despair #SDR3 #despair #fuckthisanime	fear	3: high amount of fear can be inferred
2017-En-22167	Just Laying Here, Can't Sleep 4 Some Reason 	fear	0: no fear can be inferred
2017-En-20249	Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism	fear	1: low amount of fear can be inferred
2017-En-21963	tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? #shocking	fear	0: no fear can be inferred
2017-En-20692	@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.	fear	0: no fear can be inferred
2017-En-21402	I thought I wouldn't have to deal with that fire alarm again today and then I stepped into Mesa during their fire drill👀	fear	0: no fear can be inferred
2017-En-21882	@Roger_Dagenham Aye. There's a brief window in both morning and afternoon otherwise just horrific until late evening.	fear	0: no fear can be inferred
2017-En-22075	The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18 #anxiety	fear	0: no fear can be inferred
2017-En-20282	A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. 	fear	1: low amount of fear can be inferred
2017-En-21583	I miss my dread head 😩	fear	0: no fear can be inferred
2017-En-20230	@MrMalky @kwr66 How awful! Switched off!	fear	1: low amount of fear can be inferred
2017-En-21350	@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment 	fear	0: no fear can be inferred
2017-En-20914	Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre	fear	0: no fear can be inferred
2017-En-21786	@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful	fear	3: high amount of fear can be inferred
2017-En-20533	I was so shy freshman year this guy introduced himself to me by asking if I spoke any English	fear	0: no fear can be inferred
2017-En-21617	what to wear Friday \nspeaking in front of 100's. 	fear	0: no fear can be inferred
2017-En-20333	@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated	fear	1: low amount of fear can be inferred
2017-En-21994	@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror	fear	3: high amount of fear can be inferred
2017-En-21390	@outmagazine jesus heck you're awful	fear	0: no fear can be inferred
2017-En-21537	Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror	fear	2: moderate amount of fear can be inferred
2017-En-20487	False alarm, she's not coming out today 😞	fear	0: no fear can be inferred
2017-En-20834	Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book	fear	0: no fear can be inferred
2017-En-22085	Does anyone know, are both Sims in a dual sim phone both locked to the same network! 	fear	0: no fear can be inferred
2017-En-20938	I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂	fear	0: no fear can be inferred
2017-En-21034	@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running	fear	0: no fear can be inferred
2017-En-21846	@TheJonFedor @abdophoto My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size, think of the ASP jump	fear	0: no fear can be inferred
2017-En-20948	@BBCTomEnglish @TimesSport And the dreadful Franglaise.	fear	0: no fear can be inferred
2017-En-22250	She: Why are you listening to The Eurythmics?\nMe: It's a Polish Gothic Metal band.\nShe: Why do I even ask... (exits room, shaking head)	fear	0: no fear can be inferred
2017-En-21285	When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here	fear	1: low amount of fear can be inferred
2017-En-21633	Look at me. Made it through the day without a meltdown. #anxiety	fear	1: low amount of fear can be inferred
2017-En-20709	Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win	fear	0: no fear can be inferred
2017-En-21466	@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!	fear	0: no fear can be inferred
2017-En-20201	still shaking though 🙃	fear	2: moderate amount of fear can be inferred
2017-En-20113	I dread math 😴	fear	2: moderate amount of fear can be inferred
2017-En-20990	Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote	fear	0: no fear can be inferred
2017-En-21166	Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4	fear	0: no fear can be inferred
2017-En-21716	@WaterboysAS I would never strategically vote for someone I don't agree with. A lot of the Clinton vote based on fear and negativity.	fear	1: low amount of fear can be inferred
2017-En-21787	Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.	fear	0: no fear can be inferred
2017-En-21844	@EmilySmissaert @navinrmal it's a shocking revelation!!!!	fear	0: no fear can be inferred
2017-En-20668	Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.	fear	0: no fear can be inferred
2017-En-22232	ppl talking about diets and i am feeling #terrible hahaha	fear	0: no fear can be inferred
2017-En-21975	@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies !	fear	0: no fear can be inferred
2017-En-20350	However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety 	fear	1: low amount of fear can be inferred
2017-En-20799	The most important characteristic of leadership is the lack of . #activism #equity #revolution	fear	0: no fear can be inferred
2017-En-22169	#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.	fear	2: moderate amount of fear can be inferred
2017-En-20716	@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience	fear	0: no fear can be inferred
2017-En-21354	@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror	fear	1: low amount of fear can be inferred
2017-En-21385	@Diana_Buds well, did she make you laugh with her panic mania or not??¿	fear	0: no fear can be inferred
2017-En-20010	procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack	fear	3: high amount of fear can be inferred
2017-En-21154	Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfulness #success	fear	0: no fear can be inferred
2017-En-22230	#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! 🔨🔩🏢	fear	0: no fear can be inferred
2017-En-20213	Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism	fear	1: low amount of fear can be inferred
2017-En-20056	What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids	fear	3: high amount of fear can be inferred
2017-En-22072	I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. 	fear	0: no fear can be inferred
2017-En-20179	Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety	fear	2: moderate amount of fear can be inferred
2017-En-20829	@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible	fear	0: no fear can be inferred
2017-En-21715	two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets	fear	1: low amount of fear can be inferred
2017-En-21164	@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? #shocking	fear	0: no fear can be inferred
2017-En-21495	0 excitement for this weekend just pure dread	fear	2: moderate amount of fear can be inferred
2017-En-20708	@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible	fear	0: no fear can be inferred
2017-En-20354	Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it 	fear	1: low amount of fear can be inferred
2017-En-21706	Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! 	fear	0: no fear can be inferred
2017-En-21990	@keyshamackie it's fucking dreadful for live footy matches	fear	0: no fear can be inferred
2017-En-20494	you come running back to me saying how much you miss me then cower away when we acc try a friendship 👍🏼	fear	0: no fear can be inferred
2017-En-21080	I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation	fear	0: no fear can be inferred
2017-En-20393	@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.	fear	0: no fear can be inferred
2017-En-21316	second episode of AHS 6 here i go #panic	fear	2: moderate amount of fear can be inferred
2017-En-21708	Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO	fear	2: moderate amount of fear can be inferred
2017-En-20818	Season 3 of penny dreadful is on Netflix...well my afternoon is filled	fear	0: no fear can be inferred
2017-En-21088	^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^	fear	0: no fear can be inferred
2017-En-22132	My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles.	fear	0: no fear can be inferred
2017-En-20476	In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. 	fear	0: no fear can be inferred
2017-En-22095	@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???	fear	1: low amount of fear can be inferred
2017-En-21817	@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited 	fear	0: no fear can be inferred
2017-En-21294	😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?	fear	3: high amount of fear can be inferred
2017-En-20215	@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid	fear	1: low amount of fear can be inferred
2017-En-22094	Why doesn't anybody I know watch penny dreadful? ☹️️	fear	0: no fear can be inferred
2017-En-20791	Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare	fear	0: no fear can be inferred
2017-En-20775	A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020	fear	0: no fear can be inferred
2017-En-21922	#Peiyophobilia :) An advice from @anirudhofficial don't fear for #Devil! Sure shot✌ @iam_str voice more energetic.Xtremly foot tapping one 👌	fear	0: no fear can be inferred
2017-En-20500	I hate that if I don't start the conversation, there won't be one.	fear	0: no fear can be inferred
2017-En-22068	Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible	fear	0: no fear can be inferred
2017-En-22020	@n_harrill awe! Thank you! 😊😊	fear	0: no fear can be inferred
2017-En-21686	Sorry @wow_air definitely going with @Icelandair next time, this is beyond unreasonable @wowairsupport #terrible #yourappologiesmeannothing	fear	0: no fear can be inferred
2017-En-21127	Lets start there	fear	0: no fear can be inferred
2017-En-21891	@Ganypede I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate.	fear	0: no fear can be inferred
2017-En-21046	Not sure that men can handle a woman that's got her crap together.  #independent	fear	0: no fear can be inferred
2017-En-20637	@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him	fear	0: no fear can be inferred
2017-En-21394	I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure 	fear	0: no fear can be inferred
2017-En-21036	This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. 	fear	0: no fear can be inferred
2017-En-21988	i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation	fear	0: no fear can be inferred
2017-En-20640	When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 	fear	0: no fear can be inferred
2017-En-20346	@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.	fear	1: low amount of fear can be inferred
2017-En-20382	I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair	fear	1: low amount of fear can be inferred
2017-En-20642	she gone make me wanna start that new shit today 😂😭	fear	0: no fear can be inferred
2017-En-20624	petrify  me in the fossil type of way	fear	0: no fear can be inferred
2017-En-22236	It's about time I start taking my own advice	fear	0: no fear can be inferred
2017-En-20094	 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?	fear	3: high amount of fear can be inferred
2017-En-21893	@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews	fear	0: no fear can be inferred
2017-En-20519	Val is the type of woman you would dread bringing a donation for the bake sale #GBBO	fear	0: no fear can be inferred
2017-En-21522	There is nothing like being in the shower when the power goes out 😳 #creepy 	fear	3: high amount of fear can be inferred
2017-En-21784	-normal people scare me*	fear	2: moderate amount of fear can be inferred
2017-En-20552	If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow	fear	0: no fear can be inferred
2017-En-20188	Scott Dann injured aka my worst nightmare	fear	2: moderate amount of fear can be inferred
2017-En-20096	Jimmy Carr makes me want to cry and cry *shiver* 	fear	2: moderate amount of fear can be inferred
2017-En-22185	Rojo is just terrible, how is he in our team 😂😂	fear	0: no fear can be inferred
2017-En-20274	Librarians scare me	fear	1: low amount of fear can be inferred
2017-En-20563	If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech	fear	0: no fear can be inferred
2017-En-20064	Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo	fear	3: high amount of fear can be inferred
2017-En-21690	@abbeygray14 they're revolting	fear	0: no fear can be inferred
2017-En-22079	Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare	fear	1: low amount of fear can be inferred
2017-En-21422	@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)	fear	0: no fear can be inferred
2017-En-21291	The #Texans should never play a prime time game again...this is  #TNF	fear	0: no fear can be inferred
2017-En-20405	Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible	fear	0: no fear can be inferred
2017-En-20268	@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? 	fear	1: low amount of fear can be inferred
2017-En-21487	Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression	fear	3: high amount of fear can be inferred
2017-En-21126	@Zen1dfabflake You are all our angelic comrades! #flutter	fear	0: no fear can be inferred
2017-En-20123	When you arrive at the office the day before your first ever festival and the Internet is down #panic	fear	2: moderate amount of fear can be inferred
2017-En-21938	#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness	fear	0: no fear can be inferred
2017-En-21026	I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.	fear	0: no fear can be inferred
2017-En-20421	Now #India is #afraid of #bad .	fear	0: no fear can be inferred
2017-En-20296	@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?	fear	1: low amount of fear can be inferred
2017-En-20585	Termination rate is at 22.22% I gotta make some things shake	fear	0: no fear can be inferred
2017-En-21526	Popufurs make posts like 'opening commissions in an hour get a slot while you can' and I'm like sitting here in awe at that sort of demand	fear	0: no fear can be inferred
2017-En-21592	@_Briannax33 @TheFunnyVine @MarielaLynn_ @karengutiii_ gotta shake the booty instead though, makes sure it's all good 🙂	fear	0: no fear can be inferred
2017-En-20407	So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.	fear	0: no fear can be inferred
2017-En-21565	It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern	fear	1: low amount of fear can be inferred
2017-En-20629	@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?	fear	0: no fear can be inferred
2017-En-21711	Ya tremble like Mr. Cooper, yo we hanging	fear	0: no fear can be inferred
2017-En-22130	@YahooFantasy update may have been the worst mistake of my day #horrible	fear	2: moderate amount of fear can be inferred
2017-En-20925	Look at this #massiah of #youngleader\n#Pakistan #massiah of 	fear	0: no fear can be inferred
2017-En-20877	@ManUtd it was a terrible Freekick...	fear	0: no fear can be inferred
2017-En-20038	#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit 	fear	3: high amount of fear can be inferred
2017-En-20472	@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.	fear	0: no fear can be inferred
2017-En-21529	Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove	fear	0: no fear can be inferred
2017-En-20611	@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.	fear	0: no fear can be inferred
2017-En-21572	When's it all finished, you will discover that it was never random! #thoughts  #CrossoverLife	fear	0: no fear can be inferred
2017-En-21404	Why does #terrorism exist in the first place? #AskTrumpOneQuestion	fear	0: no fear can be inferred
2017-En-20303	Today has dragged on #restless	fear	1: low amount of fear can be inferred
2017-En-21120	@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻	fear	0: no fear can be inferred
2017-En-20873	yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?	fear	0: no fear can be inferred
2017-En-20396	@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?	fear	0: no fear can be inferred
2017-En-20160	@JackAndAHat butter up the walls, nightmare	fear	2: moderate amount of fear can be inferred
