ID	Tweet	Affect Dimension	Intensity Class
2017-En-21353	@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!	sadness	1: low amount of sadness can be inferred
2017-En-40236	Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad	sadness	2: moderate amount of sadness can be inferred
2017-En-40835	@Eeevah14 don't I know it, try not to fret my sweet little pupper	sadness	0: no sadness can be inferred
2017-En-40536	Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016	sadness	0: no sadness can be inferred
2017-En-40931	@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait	sadness	2: moderate amount of sadness can be inferred
2017-En-41173	carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more	sadness	1: low amount of sadness can be inferred
2017-En-40908	@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink	sadness	0: no sadness can be inferred
2017-En-40342	@SWP_Roads   How dull.	sadness	1: low amount of sadness can be inferred
2017-En-41054	#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral	sadness	0: no sadness can be inferred
2017-En-40932	Go help the cause.@plantingaseed.net. #recovery  #sober #addiction	sadness	0: no sadness can be inferred
2017-En-40152	Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore	sadness	2: moderate amount of sadness can be inferred
2017-En-40451	@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)	sadness	1: low amount of sadness can be inferred
2017-En-40094	Back in Cardiff after an amazing 10 days away 😭 #depressing	sadness	3: high amount of sadness can be inferred
2017-En-22180	Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight	sadness	1: low amount of sadness can be inferred
2017-En-41327	@Conorojo Loool understand the pessimism but it will 😂	sadness	0: no sadness can be inferred
2017-En-40052	2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 @GOVUK  #thanks #unhappy #crb	sadness	3: high amount of sadness can be inferred
2017-En-41079	I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit	sadness	0: no sadness can be inferred
2017-En-40137	@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness	sadness	3: high amount of sadness can be inferred
2017-En-41366	@RIPPoohSavage u know ion play that shit bout my weary brother	sadness	2: moderate amount of sadness can be inferred
2017-En-40493	The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\n-Mark Twain	sadness	0: no sadness can be inferred
2017-En-41519	why the fuck does my mum want me to put corn in the curry?! #grim	sadness	2: moderate amount of sadness can be inferred
2017-En-41284	Trying to make a #better_world is #depressing when it's a #failure -__-	sadness	3: high amount of sadness can be inferred
2017-En-40582	#Always #borrow #money from a #pessimist. He won't #expect it #back.	sadness	0: no sadness can be inferred
2017-En-41422	@funkxwidme only #true #depression #fans will get this one 😂😂	sadness	2: moderate amount of sadness can be inferred
2017-En-41186	A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-	sadness	0: no sadness can be inferred
2017-En-40143	When will the weeks full of Mondays end?? 	sadness	3: high amount of sadness can be inferred
2017-En-40084	Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔	sadness	3: high amount of sadness can be inferred
2017-En-40132	@HutchinsonDave I don't know whether to despair or agitate for a cull.	sadness	3: high amount of sadness can be inferred
2017-En-40496	Marcos rojo plays for man united !!  Just let that sink in !!!	sadness	0: no sadness can be inferred
2017-En-40292	Nature looks a lot greener on gloomy dayz	sadness	2: moderate amount of sadness can be inferred
2017-En-40921	@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--	sadness	0: no sadness can be inferred
2017-En-41480	Does she really need to pout all the time - getting on my nerves #GBBO	sadness	2: moderate amount of sadness can be inferred
2017-En-40947	Dream show how cisco 642-188 pdf melancholy: aHid	sadness	0: no sadness can be inferred
2017-En-40151	I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit	sadness	2: moderate amount of sadness can be inferred
2017-En-40358	#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, 	sadness	1: low amount of sadness can be inferred
2017-En-40909	Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me	sadness	2: moderate amount of sadness can be inferred
2017-En-41183	@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!	sadness	2: moderate amount of sadness can be inferred
2017-En-40997	I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,	sadness	0: no sadness can be inferred
2017-En-40377	@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke	sadness	1: low amount of sadness can be inferred
2017-En-40225	@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy	sadness	2: moderate amount of sadness can be inferred
2017-En-40144	@Samkingftw ew omg that is so grim	sadness	3: high amount of sadness can be inferred
2017-En-41509	... Huh. Perhaps... Because we're both so dreary, we get along well?	sadness	2: moderate amount of sadness can be inferred
2017-En-40726	There is no dark side in the moon. In fact, it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon'	sadness	0: no sadness can be inferred
2017-En-40135	MY CAR IS DENTED FROM THE HAIL sad	sadness	3: high amount of sadness can be inferred
2017-En-40700	@hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic @Ladybug_Vic	sadness	0: no sadness can be inferred
2017-En-41204	Drinkin me some red wine &amp; listening to some fred mcdowell playing the #blues . He did not play no #rocknroll. Fantastic noise  #justsaying	sadness	0: no sadness can be inferred
2017-En-41334	@tonygoldmark Yeah I won't mourn it but I'm glad I rode it the last time I visited.	sadness	0: no sadness can be inferred
2017-En-41451	Yes I am picking up sticks and pine cones in my front yard	sadness	0: no sadness can be inferred
2017-En-41066	Do you know how much it hurts to see you best friend sad?	sadness	3: high amount of sadness can be inferred
2017-En-41347	@Megane_Matt @HikariMorou next to despair, hope shines even brighter (you get me Matt)	sadness	0: no sadness can be inferred
2017-En-40551	Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck.	sadness	0: no sadness can be inferred
2017-En-41421	@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed	sadness	2: moderate amount of sadness can be inferred
2017-En-41134	How a dad would feel knowing his daughter is getting dashed around for whines in the rave😭	sadness	2: moderate amount of sadness can be inferred
2017-En-41027	I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden	sadness	3: high amount of sadness can be inferred
2017-En-41495	Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?	sadness	1: low amount of sadness can be inferred
2017-En-40140	I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener	sadness	3: high amount of sadness can be inferred
2017-En-40612	No quite sure how Craig Gordon's stayed on the park there !!	sadness	0: no sadness can be inferred
2017-En-41417	I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk	sadness	0: no sadness can be inferred
2017-En-40490	Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed	sadness	0: no sadness can be inferred
2017-En-40087	So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing	sadness	3: high amount of sadness can be inferred
2017-En-41406	@rclemmons much #sadness and #heartbreak	sadness	3: high amount of sadness can be inferred
2017-En-20634	@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.	sadness	1: low amount of sadness can be inferred
2017-En-41135	tim burton never fails to depress me	sadness	2: moderate amount of sadness can be inferred
2017-En-40460	It's dark	sadness	1: low amount of sadness can be inferred
2017-En-40861	My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher	sadness	1: low amount of sadness can be inferred
2017-En-40829	Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues	sadness	0: no sadness can be inferred
2017-En-41435	Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.	sadness	0: no sadness can be inferred
2017-En-40149	If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy	sadness	2: moderate amount of sadness can be inferred
2017-En-40792	Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.	sadness	1: low amount of sadness can be inferred
2017-En-40293	@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.	sadness	2: moderate amount of sadness can be inferred
2017-En-40565	@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost	sadness	0: no sadness can be inferred
2017-En-40415	@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth 	sadness	1: low amount of sadness can be inferred
2017-En-40992	@HoggyBear95 the bantz are absolutely top notch, inconsolable I was when I realised	sadness	2: moderate amount of sadness can be inferred
2017-En-40543	Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.	sadness	0: no sadness can be inferred
2017-En-40918	The pine colada starburst nasty. Don't @ me	sadness	0: no sadness can be inferred
2017-En-41285	Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾	sadness	1: low amount of sadness can be inferred
2017-En-41108	i am le depressed i l hate myself xDDdD #sad #depress #loner #emo	sadness	3: high amount of sadness can be inferred
2017-En-40613	@courtneymee I'm 3 days sober don't wanna ruin it	sadness	0: no sadness can be inferred
2017-En-40638	Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings 	sadness	0: no sadness can be inferred
2017-En-40234	Awareness of time is awareness of time lost. #awareness #time #lost	sadness	2: moderate amount of sadness can be inferred
2017-En-40877	What a grim night #GetTheFireLit 🔥	sadness	2: moderate amount of sadness can be inferred
2017-En-40573	Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain	sadness	0: no sadness can be inferred
2017-En-41114	David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues	sadness	0: no sadness can be inferred
2017-En-40433	@coalese 😂😂😂. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad 😂	sadness	1: low amount of sadness can be inferred
2017-En-40694	Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…	sadness	0: no sadness can be inferred
2017-En-40054	@Hayles_101 The three R's depress me.	sadness	3: high amount of sadness can be inferred
2017-En-41266	@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom	sadness	2: moderate amount of sadness can be inferred
2017-En-41174	@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy	sadness	2: moderate amount of sadness can be inferred
2017-En-41271	TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself	sadness	3: high amount of sadness can be inferred
2017-En-40881	@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder	sadness	0: no sadness can be inferred
2017-En-40766	also who has amazon prime that would like to help a girl out LOL #serious	sadness	0: no sadness can be inferred
2017-En-40120	where broken hearted lovers do cry away their gloom	sadness	3: high amount of sadness can be inferred
2017-En-41404	them cold, dark nights are slowly creeping in 🌌	sadness	2: moderate amount of sadness can be inferred
2017-En-40362	@PurpleReplisol meden is frowning at you with her non existent face	sadness	1: low amount of sadness can be inferred
2017-En-41341	Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is 	sadness	2: moderate amount of sadness can be inferred
2017-En-22010	@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/	sadness	3: high amount of sadness can be inferred
2017-En-40896	My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color 	sadness	3: high amount of sadness can be inferred
2017-En-40749	@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.	sadness	0: no sadness can be inferred
2017-En-22156	@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.	sadness	0: no sadness can be inferred
2017-En-40313	How do u grieve someone who legally wasn't a person yet?	sadness	2: moderate amount of sadness can be inferred
2017-En-40928	Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial	sadness	1: low amount of sadness can be inferred
2017-En-40356	@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse	sadness	1: low amount of sadness can be inferred
2017-En-40747	@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy one	sadness	0: no sadness can be inferred
2017-En-40424	Mayor visits downtrodden part o town in brave PR stunt. More at eleven.	sadness	1: low amount of sadness can be inferred
2017-En-41400	You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.	sadness	0: no sadness can be inferred
2017-En-40133	Can I just sulk in peace 😂	sadness	3: high amount of sadness can be inferred
2017-En-41263	God knows why you'd wanna go with a girl who's slept with half ya mates #grim	sadness	1: low amount of sadness can be inferred
2017-En-22094	Why doesn't anybody I know watch penny dreadful? ☹️️	sadness	1: low amount of sadness can be inferred
2017-En-20410	@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...	sadness	2: moderate amount of sadness can be inferred
2017-En-40763	@urbaneprofessor roast them. Then risotto with sage and pine nuts	sadness	0: no sadness can be inferred
2017-En-41448	Fuck yall @Panthers for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism	sadness	1: low amount of sadness can be inferred
2017-En-40261	Some of these people at this protest are just there for the adrenaline rush. #depressing	sadness	2: moderate amount of sadness can be inferred
2017-En-41105	@jamiesonhelen @MarianKeyes all three of my agin's on the pout .	sadness	1: low amount of sadness can be inferred
2017-En-40116	@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy	sadness	3: high amount of sadness can be inferred
2017-En-41530	@AceOperative789 no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything	sadness	1: low amount of sadness can be inferred
2017-En-40579	@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.	sadness	0: no sadness can be inferred
2017-En-40312	@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)	sadness	2: moderate amount of sadness can be inferred
2017-En-41199	Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy	sadness	3: high amount of sadness can be inferred
2017-En-40113	Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL	sadness	3: high amount of sadness can be inferred
2017-En-40525	Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets	sadness	0: no sadness can be inferred
2017-En-40078	If anybody needs me I'll be drowning my blues in a sea of whiskey 🍻	sadness	3: high amount of sadness can be inferred
2017-En-40473	An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.	sadness	1: low amount of sadness can be inferred
2017-En-21150	@1johndes ball watching &amp; Rojo'd header was equally dreadful!!	sadness	2: moderate amount of sadness can be inferred
2017-En-41142	FYI y'all can't mourn or celebrate shawty lo cause y'all ain't played his music since 08'	sadness	1: low amount of sadness can be inferred
2017-En-40852	and for inconsolable Oxford academics - 'Brussels should just ignore the #Brexit vote and tell the UK it can't leave the EU....ever....wah'	sadness	1: low amount of sadness can be inferred
2017-En-41306	gloomy days should just be for high cuddles and movies	sadness	0: no sadness can be inferred
2017-En-40139	wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced	sadness	3: high amount of sadness can be inferred
2017-En-40264	Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression	sadness	2: moderate amount of sadness can be inferred
2017-En-40347	@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.	sadness	1: low amount of sadness can be inferred
2017-En-40027	When you have 15 doe run the opposite side of you 🙁 #depression	sadness	3: high amount of sadness can be inferred
2017-En-40767	I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny	sadness	0: no sadness can be inferred
2017-En-41513	Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore	sadness	3: high amount of sadness can be inferred
2017-En-41090	Don't get too close it's dark inside 🌫🌊	sadness	1: low amount of sadness can be inferred
2017-En-40905	@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.	sadness	1: low amount of sadness can be inferred
2017-En-41424	@danhirtle @Bell Another unhappy customer.  #secreteyes	sadness	2: moderate amount of sadness can be inferred
2017-En-40658	#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun	sadness	0: no sadness can be inferred
2017-En-41475	How long will they mourn me?	sadness	2: moderate amount of sadness can be inferred
2017-En-40158	Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college	sadness	2: moderate amount of sadness can be inferred
2017-En-40366	@HeyCaraJay I am inconsolable at this GIF in context	sadness	1: low amount of sadness can be inferred
2017-En-41283	@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum	sadness	1: low amount of sadness can be inferred
2017-En-40012	After 3 idk why I start feeling so depress, sad and lonely.	sadness	3: high amount of sadness can be inferred
2017-En-40341	One way ticket to the blues.	sadness	1: low amount of sadness can be inferred
2017-En-40587	@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama	sadness	0: no sadness can be inferred
2017-En-40930	@TheBenNatan szn 3 &gt;&gt;&gt; szn 1 &gt;&gt;&gt; szn 2. Just to warn you. Don't let szn 2 discourage you.	sadness	0: no sadness can be inferred
2017-En-41182	@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump	sadness	2: moderate amount of sadness can be inferred
2017-En-21978	The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.	sadness	1: low amount of sadness can be inferred
2017-En-40724	Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂	sadness	0: no sadness can be inferred
2017-En-41198	Bojack Horseman: the saddest show ever written?? #depression #season1	sadness	3: high amount of sadness can be inferred
2017-En-41115	@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic	sadness	0: no sadness can be inferred
2017-En-40192	This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.	sadness	2: moderate amount of sadness can be inferred
2017-En-40697	The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful	sadness	0: no sadness can be inferred
2017-En-40346	Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook	sadness	1: low amount of sadness can be inferred
2017-En-41340	Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim	sadness	3: high amount of sadness can be inferred
2017-En-40769	@KatieBurnett ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro	sadness	0: no sadness can be inferred
2017-En-41196	The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days	sadness	2: moderate amount of sadness can be inferred
2017-En-40890	When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness	sadness	2: moderate amount of sadness can be inferred
2017-En-40892	@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!	sadness	0: no sadness can be inferred
2017-En-41218	It's always over.. until I'm no longer sober... then it feels like I wana start over #UL	sadness	2: moderate amount of sadness can be inferred
2017-En-40782	Just put the winter duvet on ☃️❄️🌬☔️ 	sadness	0: no sadness can be inferred
2017-En-40745	@hyattd335 #Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida	sadness	0: no sadness can be inferred
2017-En-41445	@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS	sadness	0: no sadness can be inferred
2017-En-40903	Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016	sadness	0: no sadness can be inferred
2017-En-40509	Life's too short to be frowning for so long	sadness	0: no sadness can be inferred
2017-En-41247	oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression	sadness	3: high amount of sadness can be inferred
2017-En-40621	Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce	sadness	0: no sadness can be inferred
2017-En-41163	I want to pour all my tears on someone right now. So tired of this #upset #sad	sadness	3: high amount of sadness can be inferred
2017-En-40761	blues bar	sadness	0: no sadness can be inferred
2017-En-40552	I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.	sadness	0: no sadness can be inferred
2017-En-40239	Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race	sadness	2: moderate amount of sadness can be inferred
2017-En-41499	I am worried that she felt safe. #unhappy	sadness	3: high amount of sadness can be inferred
2017-En-40383	236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots	sadness	1: low amount of sadness can be inferred
2017-En-41210	@MariamVeiszadeh #depressing it's so freaking close !	sadness	2: moderate amount of sadness can be inferred
2017-En-40125	I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol	sadness	3: high amount of sadness can be inferred
2017-En-41505	This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-)	sadness	0: no sadness can be inferred
2017-En-40006	Extreme sadness	sadness	3: high amount of sadness can be inferred
2017-En-21534	#PeopleLikeMeBecause of some unknown reason but I try to discourage it	sadness	0: no sadness can be inferred
2017-En-20082	r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!	sadness	2: moderate amount of sadness can be inferred
2017-En-40131	@HannahFJames I'm distraught! 😭 Candice and her pout can piss off	sadness	3: high amount of sadness can be inferred
2017-En-40959	@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. 	sadness	0: no sadness can be inferred
2017-En-40564	@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion	sadness	0: no sadness can be inferred
2017-En-40589	@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film	sadness	0: no sadness can be inferred
2017-En-40838	@GolfStrat out of Rory starts. What would your B group look like w/o him? Hideki and Walker, and throw Reed or Knox on the pine?	sadness	0: no sadness can be inferred
2017-En-40832	@FFBren @CDCarter13 included for maximum #sadness	sadness	2: moderate amount of sadness can be inferred
2017-En-41151	We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson	sadness	1: low amount of sadness can be inferred
2017-En-40471	LORD MAKE ME AN INSTRUMENT OF YOUR PEACE — Where there's hate, let me sow love — Where there's injury, pardon — Where there's despair, hope	sadness	1: low amount of sadness can be inferred
2017-En-40652	@DefiantSagacity — Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —	sadness	0: no sadness can be inferred
2017-En-40381	@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.	sadness	1: low amount of sadness can be inferred
2017-En-40175	It's way too hard not to get discouraged.	sadness	2: moderate amount of sadness can be inferred
2017-En-40491	Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston	sadness	0: no sadness can be inferred
2017-En-40760	I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..	sadness	0: no sadness can be inferred
2017-En-21925	@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.	sadness	2: moderate amount of sadness can be inferred
2017-En-20000	I feel like I am drowning. #depression #anxiety #falure #worthless	sadness	3: high amount of sadness can be inferred
2017-En-41086	Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!	sadness	0: no sadness can be inferred
2017-En-40335	@WestermannNina xDD it's a song that can not be weary (?)	sadness	2: moderate amount of sadness can be inferred
2017-En-40811	SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober	sadness	0: no sadness can be inferred
2017-En-40711	BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells	sadness	0: no sadness can be inferred
2017-En-41221	@RonBaker6694 I got a super speeder and lost my license for 6 months! 😩🔫	sadness	2: moderate amount of sadness can be inferred
2017-En-40780	#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends 😎🎸	sadness	0: no sadness can be inferred
2017-En-40616	Snores on TL. Boredom sunk in.	sadness	0: no sadness can be inferred
2017-En-21180	The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.	sadness	1: low amount of sadness can be inferred
2017-En-41107	Been sober for days lmao	sadness	0: no sadness can be inferred
2017-En-40513	@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7	sadness	0: no sadness can be inferred
2017-En-41051	@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!	sadness	1: low amount of sadness can be inferred
2017-En-41041	Sigh. I got a B- .. #depressing	sadness	3: high amount of sadness can be inferred
2017-En-40036	sorry Main twitter im in depress	sadness	3: high amount of sadness can be inferred
2017-En-40669	@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!	sadness	0: no sadness can be inferred
2017-En-40510	A Leopard never changes its spots! #lost	sadness	0: no sadness can be inferred
2017-En-40965	@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--	sadness	2: moderate amount of sadness can be inferred
2017-En-40867	#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they	sadness	3: high amount of sadness can be inferred
2017-En-40828	Don't depress yourself by comparing yourself. No comparisons.	sadness	1: low amount of sadness can be inferred
2017-En-40321	@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS	sadness	2: moderate amount of sadness can be inferred
2017-En-40813	This shit hurting my heart 😪 that's how serious it is .	sadness	3: high amount of sadness can be inferred
2017-En-40556	#ThankYouCGI - Do not grow weary in doing good. #CGI2016	sadness	0: no sadness can be inferred
2017-En-40798	@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad	sadness	2: moderate amount of sadness can be inferred
2017-En-41440	nooooo. Poor Blue Bell! not again. 	sadness	2: moderate amount of sadness can be inferred
2017-En-40098	Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness	sadness	3: high amount of sadness can be inferred
