Tweet index	Label	Tweet text
1019	0	Running on less than 4 hours of sleep... #longnight #longday #sleepy
1020	1	@Owain_Thomas Loving how Fulham looks like a playoff team. #NotReally 
1021	0	Count the scars on your soul
1022	1	Big shocker that 2 of 8 called in 
1023	1	Does the word "counter-productive" ever mean anything to people when they sit around and dream up ideas to double their wage? 
1024	0	Check out some things I've been really loving recently during the holiday season! http://t.co/5fihlieEyt
1025	1	36 hours no food no drink going strong  #givemeabrew :person_with_folded_hands::loudly_crying_face::hot_beverage:
1026	1	Another great day on the #TTC. 
1027	0	@destroy_robots Damn. That would have made excellent thing to recount in autobiography ;p
1028	1	Couldn't agree more! RT @Champ_Payne: Nothing makes me feel more special than receiving an automated DM. 
1029	0	Photoset: babaybubblez: aquabreeze: disgustinghotels:  all men But lets not forget In the real story,... http://t.co/3De7AnRhyP
1030	1	Thank you to all of the lovely people who come to work sick, or come to eat sick.. I appreciate your germs... 
1031	1	@hamackey @cspanwj an e-reader would definitely help save my life if someone broke into my house. Good call 
1032	1	Too late, thrown the #PS4 out of the window last night cus i couldn't play  http://t.co/L86S0O47Aq
1033	0	They thought I was gone ! These vegas niggas gone respect me and know I been doing this shit too ! & I... http://t.co/f9lY8Mx9cX
1034	1	@tritternz he lost his license not long after, mwahaha  @PercolateNZ
1035	0	Stuck in traffic!!! :umbrella_with_rain_drops:️:high_voltage_sign:️ #mondays #athensbyrain #traffic #ontheroad #ontime?  #sisters #COOLURSTYLE... http://t.co/IqCcPYFXIt
1036	1	@TMZ he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to "beat" his "hard feeling" emotions into submission. 
1037	0	@JimmyRollins11 I hope you know how much we really loved you here in Philly. To the greatest shortstop in Phillies history, thank you!
1038	1	Watching the news being like; "oh this totally restored my faith in humanity." 
1039	1	@doodlebug0 Why not? The House Committee has been very informative thus far!!!  |#UniteBlue
1040	1	My favorite dreams are the ones where you wake up covered in tears. 
1041	1	Had an insomnia cookie and now I can't sleep 
1042	0	@bjamesweed how do you like that loss son?
1043	1	You know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack 
1044	1	"I'm going to Finnish all my homework and get caught up on everything over the break"  http://t.co/d1OyKPzWwU
1045	0	#LeBron #James: '#Violence #is  #the #answer': LeBron James said Thursday that "violence is not the answer and... http://t.co/GPz3D9TIUV
1046	1	Pulis is available. Will guarantee we stay up 
1047	0	#sorry  #sorry I always do this... #cant #help #it #im #an #asshole #like #that http://t.co/Zp4JIBpSbj
1048	0	Cats are so cute I wish I wasn't allergic :loudly_crying_face::loudly_crying_face:
1049	0	@Monaiza_Diva kabhi I'm messier than usual messy wesay :persevering_face: I need chai & I'm resting for last 2 days. May be this is the reason.
1050	0	Claybo Dawson and I are @jsteigleman 's #squadgoals :smiling_face_with_sunglasses:
1051	0	@iwritethings23 Email me when you need a friend...always here to chat, I've been there many many times so right with you xx
1052	1	@Hulksmash1985 My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!! 
1053	1	Love scooping feed bunks before we can feed calves 
1054	0	Do...or do not. There is no try. - #Yoda "Do. Do not. Try. Try again. Repeat until you get it right." - #JarrodDavis
1055	0	@TheReal_HsK bruhh I just saw a license plate that had the letters FDB :face_with_tears_of_joy:
1056	0	Just in case anyone was wondering, Veni Vidi Vici in Spanish is Vine Vi Vencí #studybreaks #UMDFinalsWeek
1057	1	Honking at me whilst you drive past - so romantic, it makes me want to trace you through your number plate and be with you forever 
1058	0	No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY.
1059	1	Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!!  #needmoresleep :sleeping_face::sleeping_symbol::confused_face:
1060	1	And people start to drink ... Means fun 
1061	0	#Patriots #report #card: #Grades  #half bad: Tom Brady throws under pressure in the 2nd quarter during Sundays http://t.co/lzdBh8iHC4
1062	0	New Years Eve is generally the most overrated party of the year. It's supposed to be a huge shindig, but usually I'm disappointed.
1063	1	I love being unappreciated 
1064	0	Look!: #Poulan #Chainsaw #New http://t.co/xK86xbKQel #shopping #chain  #saws #start #starting #will #wont
1065	1	@georgeely22 Because your "sarcastic"?  
1066	0	It's 8:46 and I'm ready for bed.
1067	1	Ouch that hurt :face_with_tears_of_joy: 
1068	0	#Australia -- Eight #children #killed in Australia in #reported #mass #stabbing. http://t.co/WDOD2tSaXB via @reuters
1069	1	The Penguins cancelled their morning skate today...due to icy conditions.  #butseriouslytheroadsarebad
1070	0	 Bad Idea When You climb on the mountain http://t.co/1lMSxcNiOx
1071	1	I love math, I'm so amped for my final like 7 hours from now. I hardly studied for it. #IBeenDoingIntegralsSinceThe5thGrade  :smiling_face_with_open_mouth_and_smiling_eyes::face_with_stuck-out_tongue_and_winking_eye::face_with_tears_of_joy::persevering_face::face_with_open_mouth_and_cold_sweat::tired_face::confounded_face:
1072	1	I'm so afraid. 
1073	0	@johnsykes1035 absolutely shocking that the lamestream media hasn't picked up on this  #mediabias @theMRC @newsbusters
1074	0	not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)
1075	1	They don't even listen to ur order talk about great customer service :thumbs_down_sign:
1076	1	@TheStalwart @M_C_Klein @matt_levine @reihan @charlescwcooke and what about the blacks you guys they don't know what to do with money 
1077	1	@vhdawg The day one of him minions was carrying a sign saying my mother was fat was one of mine. 
1078	1	I am starting to think UK has a pretty good basketball team #BBN 
1079	1	I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha 
1080	0	Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.
1081	1	@Spencer_Downey @FFPMMarc ooh, that looks like so much fun! 
1082	1	I love waking up with migraines  :loudly_crying_face:
1083	0	why is there a hotdog on|http://t.co/2YQdPhfZKX???
1084	0	@muellnerpaul @jamieyuccas @KimJohnsonWCCO @KylieBearseWX don't forget @Ali_Lucia and @AshleyRobertsTV (they're as smart & kind as lovely)
1085	0	Taylor wrote a nasty note on my car today. #we #are  #friends
1086	1	..@Youtube : Keeping the big channels big, and the little channels irrelevant since 2014 . #GoodJob 
1087	1	Indian society teaches how "Not to get raped" rather than "Don't rape"  #Sadhvi #MufflerMan #Indias30 #Rohtak
1088	0	I just saw another person wearing a heavy winter coat with a hood up  encouraging
1089	1	Hi Orgabeh, so we meet again. I think you're my soulmate. :smiling_face_with_heart-shaped_eyes:  zzzzZzz :tired_face:  #patience
1090	0	@JJJetPlane94 nah dude my buddy puked all over steak and shake
1091	1	@icequeenerika yes, we officially try that.  #Gamergate
1092	0	There are two things that need to better. Drafting and the players work ethic. That's it.
1093	0	When someone on a conference call talks about "housekeeping items". Grrr.
1094	1	Youre such a great person. 
1095	1	saturday class wee 
1096	1	@DalailamaQuots I don't recall dalai lama talking about busty girls and celebs but apart from that.... 
1097	1	Went off the road this morning as did my English professor , thank you FSU for your concern for commuters  :unamused_face:
1098	0	@koadmedia how many championships? You trying to say that makes him worth more than Saban?
1099	0	@ntsikimazwai should just relate to her water first AMEN
1100	1	@neiltyson mocking a spiritually precious holiday for millions is just so courageous of you... #shameonyou
1101	0	Got to play w dogs last night! http://t.co/LuLEdNu8QA
1102	0	Apparently it's hang up on Ashley day:smiling_face_with_open_mouth_and_smiling_eyes:
1103	1	@exlabourite yes, except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods 
1104	1	Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is 
1105	1	@pruemacsween I'm truly at peace 
1106	1	Learned to play 3 string notes on the guitar #pro#idiot
1107	0	Morgan just asked me if I wanted to play a game with him on his Xbox. Usually I can't even look at it.
1108	1	@DefendWallSt @michellemalkin The more liberal the city, the more class and intelligence it exudes.  
1109	1	Come to jhb to play volleyball on a fake beach  #work http://t.co/yS6wkgvT5y
1110	0	I don't think it's the last time ;-) #hobbit #onelasttime  #cinema #ov #3d #48hfr http://t.co/pnYzcS0Gi7
1111	1	Wow I really have the best luck known to man  :smiling_face_with_open_mouth_and_cold_sweat:
1112	1	I love running on 3 hours of sleep..  #ijustwannasleep :confused_face:
1113	1	There's a reason I don't tell my parents anything, cause I always get THE most positive responses 
1114	0	How could he kill is best friend  #a true #friend
1115	0	"My dad would have a shotgun ready"|"My dad would offer him a beer"|"My dad would ask him to join his clan"|:face_with_tears_of_joy: @rannimarti @Hartswormx3
1116	1	Imma kill all you SOBs! Jk #lol  #RedEye
1117	0	Is your internet a bit slow today? Blame a thick, wet, cable: http://t.co/U3XGalyJdr
1118	1	OMG! #Berlin is so fashion!  #vscocam http://t.co/J6qrlxv82z
1119	1	 - Road safety campaign donkey killed by car http://t.co/hnWYc5jp13
1120	1	Love games during the week because I don't get to go to sleep until like 1! 
1121	0	Every story has an end.. but in life every Ending ia just a new Begining. #quoteoftheday #lifequotes
1122	1	Don't you just love when you say hi to someone in the hallway and they completely ignore you? Yeah, I love that too. :unamused_face::fisted_hand_sign: 
1123	0	Abraham was actually from modern day Iraq (Ur of the Chaldea) @TimOwensby @ILOVEBLACKMEN01
1124	1	Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed
1125	1	@AskPlayStation so helpful 
1126	1	studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse 
1127	1	I love when I'm taken as a joke...makes me feel so good about myself! 
1128	0	Playing golf all day 'ery day |#PerksOfBeingOld
1129	0	comparing @elasticbox to @hashicorp #atlas ...
1130	1	@Zoopla brilliant news for potential young buyers! 
1131	1	I guess I'm not sleeping tonight, I didn't want to leave anyways 
1132	0	I swear . I can  stand little fucking girl. I want to punch her in the fucking face . Bitch needs to go home for real .
1133	1	Flooded basements are always a fun thing to deal with 
1134	1	"The two constables -- Veer Pal Singh Yadav and Avnish Yadav - did not have any criminal record." - NDTV||
1135	1	3 hours of sleep is sufficient to tackle this day.  #timezoneproblems
1136	1	@MarcotteJN @KillerKalen yeah I'm avoiding you by waking up at 6 AM my time so by 10 PM I'm exhausted.  #sucksimissedyou <3
1137	1	@cafartic heh as if @Telstra and average work in the same sentence! 
1138	1	Why is ISIS an acronym for words in English? 
1139	1	I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun 
1140	0	#But #It8217s #Matters  #Size #Style #That #wedding|Please RT: http://t.co/yuBEGSzVLp http://t.co/p3EpD026wH
1141	1	Going to go into central for last minute present shopping #soorganised 
1142	0	 is the game
1143	0	@wilw you didn't make enough of a blót to Ullr (God of Hunting, Skiing, and I assume hockey).
1144	0	I wish it was January already...  Not because of school but because I'm having major withdrawals #Arrow  fair wtfwasthat
1145	1	sorry for being female, I didn't mean to interrupt your perfect little man-world. :unamused_face: 
1146	1	Isabelle sends me the nicest texts  :persevering_face::confounded_face::broken_heart:
1147	1	Swag  @FANNING_myself
1148	0	Free chocolates and free delivery with all flower orders from Bunches. http://t.co/sOL3KHqg0k
1149	1	@simon_orourke @RaLUFC To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days! 
1150	0	What's the correct word for racism (towards white people)?|There is none.|#racism|#is||#good|#4anyone
1151	0	Kisses to you bc you lose wisdom today.....from your mouth  #clever lol I love you text me when you're able :face_with_stuck-out_tongue_and_winking_eye: http://t.co/2ml2lE76Gc
1152	1	Where is the #TortureReport from Showtime's Homeland? 
1153	1	Jesus, Mary and Joseph. How sad to go through life suffering from  deficiency
1154	1	Good thing I gotta work today :thumbs_up_sign: 
1155	1	Foxy Lady..#waynesworld #excellent  :grinning_face_with_smiling_eyes::white_smiling_face::smiling_face_with_smiling_eyes:
1156	1	@redsteeze wow.. she really touched them with that tweet. 
1157	1	I have to leave for school at 9am and I'm still in bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday 
1158	0	Uh-oh. Better head for the hills. #storm #clouds #seekshelter http://t.co/CXJ6XIcoyS
1159	0	Plan on using the last 16% of my battery on listening to @CountingCrows @countingcrowsto get through the day #big☆now
1160	0	Just walked #Frodo's path from #LOTR in #LOTRO ...geek quota for the week is already met :-p Here's the start... http://t.co/MxHP73Cr9m
1161	1	one essay submitted now to start the next one :') #thirdyearlife #loveit 
1162	0	@AYJamal_ yara .. I'm a restless soul (you're well aware ) but I like my skin perspective as most comforting.. When any1 expects me to be
1163	0	If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to "The Interview."
1164	1	Up all night 2 nights in a row. My job is fun  #nightauditadventures #resortjobprobs #fb
1165	0	When will this girl learn..... @CherylCH_x #it #is  #everyday #Chezza #sometimes #do #work #andnotgetcaughtbyMR http://t.co/10XuTpdaAo
1166	0	With no forwards. #confused  sure
1167	1	Dentists oh the joy
1168	1	650 return flight. Why I love my family. #familyvacation 
1169	0	I love putting up the Christmas tree with the fam:white_smiling_face:️:christmas_tree: #christmastree
1170	1	Just snap chatting my sister a few times.. #shelovesitwhenIsendthatmany  http://t.co/x1b1DppHFx
1171	0	Lagopodous - Like a rabbit's foot!!|Not so easy to drop into conversation but you never know.
1172	1	Standard Christmas newsfeed. Diamonds everywhere, everyone's engaged. Congratulations. #original  #Christmas #engaged
1173	0	that fits @2014Outlaw @brownbearmike1 @real_smart_guy3 @RBRNetwork1
1174	0	##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice# http://t.co/jOHtHVBKOw
1175	0	We all have them people on Instagram who put the most pointless hashtags #Can #you 
1176	0	Currently a bus wanker. I hate people :confused_face: #stinks #gobonastick #dickheads
1177	1	Ya and listening to them talk about how hot girls are is a favorite past time. -_- 
1178	1	Gee faculty at nicholls are so helpful 
1179	1	Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow 
1180	1	#bitch #bitchy #badass #lol #laughing #jokes   #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk
1181	0	@BAnderson_30 's twitter game is perfect tonight! #amazingness
1182	0	Iiiiiiii have the best boyfriend everrrrrrrrr.
1183	1	"@bombguy95: If You Re A Chelsea Fan. Its natural To Be Sentimental.. If You re An Arsenal Fan.. Its Natural To Be Stupid"||Spelling? 
1184	0	@SidewalkJR Not passing judgment. Been in many binds before and actually love the creativity. Vodka is a versatile liquor.
1185	0	yet you cant provide ANY source that shows it @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda
1186	1	I just love EU servers.... 
1187	1	An answer to the one who criticize #feminism http://t.co/sYtcFcGcRq #Uglygirlsclub  #fourthwave
1188	1	@JustAnotherMo Now, now, Islam is the "religion of peace" and only Christians can hurt anybody!  Get it right!  D: 
1189	1	8ams are just so lovely. 
1190	0	Close to white folks, I am forced to witness firsthand their willful ignorance about the impact of race and racism.-Bell Hooks #Ferguson
1191	0	@Ben_Jones88 @SPianovich Wasn't that full in the nosebleeds where I was sitting, but it was fun! Crowd reacting to JoePa is my fav memory.
1192	1	"We rebooted the server, it seems ok now" YEY! #facepalm  #devops
1193	1	Ppl keep snapping me and I can't snap back because I'm looking too good rn 
1194	1	At least I woke up feeling a lot better today.. 
1195	1	Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace?  #MissWorld2014
1196	0	@nytimes @NYTNow #Dirt  its not your country!
1197	0	http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!
1198	0	@JaredDudley619 @_John_Henson_ @JabariParker When / how did the ACL tear happen?
1199	0	"vCAC looks like an even bigger bag of hurt than vCD" https://t.co/S3eQydjf2V
1200	1	@juskoniall funny joke there bae...
1201	1	The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then?  #uber #DelhiRape
1202	0	@Quammunist Ben were you going to pick up your pizzas today?
1203	0	@chrisratcliff nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings
1204	1	@TheDamienSandow & @mikethemiz cut a promo then @KaneWWE states he's facing @WWEAdamRose oh yay!! 
1205	0	ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session
1206	1	@Charlottegshore wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic 
1207	0	Come on, it's lovely weather for a sleigh ride together with ewe. http://t.co/CePrvYqLGc
1208	1	@Deggisfox that's totally obscure... 
1209	1	@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout
1210	1	@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called "Stefan", great! 
1211	0	Yay for days off. #coffee #HarryPotter #christmasbreak #morning http://t.co/m93j3n7SYC
1212	1	@scottishfirst @PG1888 Whilst #SLabour #BlairMcDougal #DeputyDug recon its in #MeltDown safe in #BetterTogether of course ... 
1213	0	@JewdyGold Do you think Mary's parents believed the bubbemeinseh that she was still a virgin?
1214	1	I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly 
1215	0	@hosienation I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.
1216	0	@insidethehall @ryancorazza I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.
1217	1	Appreciate @Raheelk that he has spared suspending our accounts, only blocked us. 
1218	0	your delusion that people are being killed "cuz Obama black" is the myth @RBRNetwork1 @JonJayGroden @Anan_VII @JoeHilgerman @1_Free_Man
1219	0	@MehrTarar Thei reights to protest ends where my rights begin. They cannot take my right of earning livelihood and free movement.
1220	0	Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. HEAVEN! If only the snow hadn't turned to rain.
1221	1	@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed 
1222	1	Crime figures: true picture may be worse than feared, says think-tank report | via @Telegraph http://t.co/dps9g5Zc6l Surprised? 
1223	1	So now its Hamilton on a Monday night? Thanks @BTSportSPFL for all those evening games you give us, saturday football is overrated! 
1224	1	Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter
1225	0	#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp
1226	1	I'm a Victoria Secret model. It's such a secret not even Victoria knows.  http://t.co/y97N5kTuQz
1227	1	:unamused_face: Half of the testing group was very helpful today. 
1228	0	They done worked me so hard
1229	0	Amen :person_with_folded_hands: .... I love this! If you didn't plan, then it's your problem :face_with_stuck-out_tongue_and_winking_eye: #truth  emergency @ Pearl... http://t.co/pg2o4SgFwj
1230	1	Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz
1231	1	Can't wait for next year when it's a Cyber Month Sale. 
1232	0	@doforsarawak it's a 
1233	1	@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot 
1234	0	Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ
1235	1	"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle." -Mags  #PMS
1236	1	@94irwinjb I'm so persuasive lol 
1237	0	#KMYB19HR study http://t.co/4GiFoUIyml
1238	1	@ the hospital for a new allergy test... Love it. 
1239	1	@XboxSupport even your link to the service alert is down. 
1240	0	HEY LOOK THERE! 
1241	1	And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome :face_with_look_of_triumph:
1242	1	@Johnnyebs06 oh joy, now i get to have even more of them in my living room!  #putyourtoysaway #badboyfriend
1243	1	Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain 
1244	0	Happy New Year all my Twitter people. Hope you have a happy and successful 2015! Lots of love :face_throwing_a_kiss: #2015season #2014sucks
1245	1	Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning.  #feelshit
1246	1	Ma thing  http://t.co/YVekcrBemZ
1247	0	girl#beautiful#short#nose#tall#but#toshort#selfieeee <3:* http://t.co/90Itgrq4bh
1248	0	@afneil @daily_politics @TheSunNewspaper Missed off the  hashtag?
1249	0	First nigga to grab it from behind No homo
1250	0	Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner
1251	0	New homeschool year. New Marketing business. Clickbank University. Wealthy Affiliate. Writing the book finally. #holyschedule #needanapp 0_0
1252	0	SCRATCHING THE NIGHT OFF MY EYES
1253	1	Working on Boxing Day is so fun 
1254	0	To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me
1255	1	It's too bad all this is happening to #TheInterview, it looks like a really good movie. 
1256	1	@Mark_Coker gun laws will fix everything 
1257	1	S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am. 
1258	0	@johnsheehan10 @Matt_Brickman I mostly follow my lists, but I dip into the full feed randomly.
1259	0	not that it matters, a message board thread is not an authoritative source @ILOVEBLACKMEN01 @TimOwensby
1260	1	:weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear: #POPCORN!!!!!! :face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::pistol::pistol: bringing this at movie tuesday night!!  http://t.co/6ucMg84g4w
1261	1	Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense 
1262	1	@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor.... 
1263	1	Thank you Harding science department for only giving us 55 minutes for our final. 
1264	1	@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it?   #LudicrousStory
1265	0	@CataCarryOn I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?
1266	0	stl.You Will Never Win Again RT @viggie_kopite: New Manager? New Striker? New Transfer Committee? (cont) http://t.co/vQkvIx4eNX
1267	0	@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not "the ground". ;)
1268	1	also sick names 
1269	0	Babysitting night! Hoping my car doesn't get towed bc idk where to park :face_with_open_mouth_and_cold_sweat:
1270	0	@LR_Lam you mean... it doesn't mean 'so much hate'..? .... oh..... orz
1271	1	@TelegraphPromos @Mistress_Fiona Second prize is TWO signed copies of Boris' book. #onlyKidding 
1272	1	#Corpsman wisdom: I had a head cold, so I took my own advice - Motrin, hydrated and changed my socks. Cold eliminated  #navy
1273	0	Follow> @StartOnlineHere now for great tweets about starting an online shop! http://t.co/XYabZWuO5w StartOnlineHere
1274	1	@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over 
1275	1	I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal 
1276	0	Festive #ff to @titaniumaccount @RightmoveAddict @aroundthehouses @BCTLC @TheJamHouse @IAB_Bham @BrumChamber @jackiedeburca @Brumstew
1277	0	I love procrastinating but I hate cramming.. -_- 
1278	1	: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist
1279	0	#your biggest task is to get me to look #how shall one do that?  looking #none of them #cleverclogs #shld #know #my #nakhre too
1280	1	Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||
1281	1	My stomach is a Wonderland for gas inducing bacteria. #blessed 
1282	0	Here comes the universe. #TMLtalk #Leafs
1283	1	Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim
1284	0	Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose http://t.co/2t8G2YsUZU
1285	1	Should be a balanced view then  @pjhelliar @theprojecttv
1286	0	@Quikr Alone Tonight cause its a personal song which helps me to imagine myself beyond another world. |#GoSupersonicQuikr|@aboveandbeyond
1287	0	@DorlaCoddington @wherePHILLY Thx. If thry real why dont you have them? Friend me on http://t.co/OXybfwwWb6
1288	0	Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube
1289	1	Off to brave Tesco. Humungous shopping list, hail outside #ohbliss 
1290	0	@carlyaquilino:  weird http://t.co/ApFZyGEtVr @gampnasty
1291	0	Breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove  #a #good #idea #butscheming doe
1292	0	#Comptroller: #CitiBike #Stations, #Bikes  #Being #Properly #Maintained: As CitiBike gears up to expand, the... http://t.co/BPAiKun5ft
1293	1	Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed!  #beforeCoffee http://t.co/Cm1UldR6d5
1294	0	I'm so ready to get drunk tonight
1295	0	I think the new sweater I bought is a maternity sweater. Oh well. Its super cozy
1296	1	Double dance with the boys is what makes a Monday worthwhile 
1297	1	Obama wants closer relations with a Marxist nation... I'm SHOCKED I tell you!  SHOCKED!    #cuba http://t.co/as75A3kJ9z
1298	0	@bigbillybmoney oh haha no they ain't :face_with_tears_of_joy::face_with_tears_of_joy: you ain't even seen em
1299	1	Being able to think your self angry is such a nice gift to have...  #ItsACurse
1300	0	@johnmcternan @theSNP in the paper that supported the blackshirts. 
1301	0	you are the one LYING @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin
1302	1	Cool to know I have people I can talk to when having a shit night. 
1303	0	@Espngreeny OSU opponents record much better than Baylor. Outright conf champs. Wins against 7 tms with winning records (Baylor 3)
1304	1	@dudleymbc happy new year to you too!! Thanks for the reply 
1305	0	dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year  #moving #ever #again
1306	0	@etownmiller at $8.25 per day those are definitely not Costco socks! I must say this " funky sock" movement is kinda cool.
1307	1	A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii  http://t.co/zX7sqmztxe
1308	0	This has nothing to do with anything at all, but I hate the word "fleek". It sounds like something I'd name my Neopet.
1309	0	Oomf should be chowed in her mom's car
1310	0	Stop living like a king, you're not one So using this in real life. #ExodusMovie
1311	1	I think I might be an artist  #flowers #pretty #love #beautiful #painting #art #nature #lchs http://t.co/Gq9zYIvApN
1312	0	i'm really stoked about going abroad in the fall. and well next week but that's for completely different reasons. #imissmyboyfriend
1313	0	"Look behind you" # Tara # Ella # Starbucks #mytopgirls @ The Omni Santry http://t.co/6fDS3kpjc7
1314	1	@fausAlien i don't like yellow but most of my things are yellow.  hi kapitana!!! Nagaaral kmi ni @Gel_ALIENlover ASDFGHJKL HUHUHU
1315	0	Love ya Jerry, but what the heck was that?
1316	0	I'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG. These are the best cookies I've... http://t.co/Lyr8HuLnSW
1317	0	Image via We Heart It https://t.co/jqsXRQt8Yd #boy #funny #girl #K #mad  #ok http://t.co/0tZwekjkvD
1318	1	Take my time because I want it all right?  http://t.co/NxkFIWFs8I
1319	0	@sowinski521 annnnddddddd your opinion is irrelevant
1320	0	#Its  #Over, Its Not Finished|Its Not Ending, Its Only The #Beginning When #God Is In It, #All #Things Are... http://t.co/AeUf5jNxwU
1321	1	@Ike58Reese I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right? 
1322	0	@UberStaub oh my fingers stick together
1323	1	Can't wait to work with the dream team again today!! #delilyfe  :see-no-evil_monkey:
1324	1	I just love a chaotic school run!!!...
1325	1	@joshtiffers this is my new fave thing on facebook  #sexpest http://t.co/OpIVUx5Qxh
1326	0	@andyyoung2 @maneezafmcl @im_seo_Alan please reply to this gentleman on behalf of all of us here @Foodjob #jokles  #gotrealworktodo
1327	1	My luck just keeps getting better and better 
1328	1	@RWwatchMA Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot
1329	0	> @CleartalkingCom Google Drive Review http://t.co/aqd6oRJ0Wb
