ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2017-En-40132	@HutchinsonDave I don't know whether to despair or agitate for a cull.	1	0	1	1	0	0	0	0	1	0	0
2017-En-40379	What day is it #lost	0	0	0	0	0	0	0	0	1	0	0
2017-En-21263	a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish	0	0	0	1	0	0	0	1	0	0	0
2017-En-22157	@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking	1	0	1	0	0	0	0	0	1	1	0
2017-En-20334	How can America be so openly embracing racism. #dismayed	1	0	0	0	0	0	0	0	1	0	0
2017-En-10979	@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...	1	0	1	0	0	0	0	0	1	0	0
2017-En-41242	You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!	0	1	0	0	0	0	1	0	0	0	1
2017-En-21015	#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman	0	0	0	0	1	1	0	0	0	0	0
2017-En-30432	Anyone know how the #Mariners did today? The mood here seems strangely jubilant! As Meatloaf says, 2 out of 3 ain't bad, unless you win one!	0	1	0	0	1	0	1	0	0	0	0
2017-En-10178	Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops	1	0	1	0	0	0	0	0	0	0	0
2017-En-31424	@URClassless I think that yawning actor died of a drug overdose. #glee	0	0	0	0	1	0	0	1	1	0	0
2017-En-30007	#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love  #TeamMark	0	0	0	0	1	1	1	0	0	0	0
2017-En-20224	Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.	1	0	1	1	0	0	0	0	1	0	0
2017-En-40835	@Eeevah14 don't I know it, try not to fret my sweet little pupper	1	1	1	0	0	0	0	0	0	0	0
2017-En-21475	@SeanUnfiltered Texans are scared of this bunch! #intimidated	0	0	0	1	0	0	0	0	0	0	0
2017-En-10040	Still can't log into my fucking Snapchat#Snapchat #snap	1	0	1	0	0	0	0	0	1	0	0
2017-En-41396	People too weak to follow their own dreams will always find a way to discourage yours.	0	0	1	0	0	0	0	0	1	0	0
2017-En-20946	No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.	1	1	0	1	0	0	0	0	0	1	0
2017-En-10584	Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh	0	0	0	0	0	0	0	1	1	0	0
2017-En-21777	@AlZeidenfeld @DavisMattek @FI_GPP_Quotes @LoughyFI @FantasyInsiders terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor	1	0	0	0	0	0	1	0	0	0	0
2017-En-20549	Jk I'm not a loner just really shy 😅	0	0	0	0	1	0	1	0	0	0	1
2017-En-21392	@atlabps He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel	1	0	1	0	0	0	0	0	1	0	0
2017-En-20658	You sure have a lot to say about something that doesn't even concern you 😉	1	0	1	0	1	0	0	0	0	0	0
2017-En-10830	@Ms_HeartAttack peanut butter takes away the sting	0	0	0	0	0	0	1	0	0	0	0
2017-En-30826	@tomderivan73 😁...I'll just people watch and enjoy a rare show of optimism	0	1	0	0	1	0	1	0	0	0	0
2017-En-40612	No quite sure how Craig Gordon's stayed on the park there !!	0	1	0	0	0	0	0	0	0	0	0
2017-En-20565	@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder	0	0	0	1	0	0	0	0	0	0	0
2017-En-40892	@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!	1	1	0	0	0	0	1	0	0	0	1
2017-En-20993	@madihayousufzai Please DM your concern	0	0	0	0	0	0	0	0	0	0	0
2017-En-30844	@NateBLoL no it was that clear American naturally flavored sparkling water	0	0	0	0	0	0	0	0	0	0	0
2017-En-11163	I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.	1	0	0	0	0	0	1	0	0	0	0
2017-En-22203	Angel got me nervous out here 😷	0	0	0	1	0	0	0	0	1	0	0
2017-En-40632	@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious	0	1	0	0	1	0	1	0	0	0	0
2017-En-41333	#savemoney and #savelifes @ your #openbar @your #weddingreception. Close it 1-2 hours early, forcing your guests to sober up before driving.	1	0	1	0	0	0	1	0	0	0	0
2017-En-21514	@Twitch how do I stop that horror movie themed commercial? Suddenly hearing screams is really not making me want to watch twitch. 	0	0	1	1	0	0	0	0	0	0	0
2017-En-30513	Decide to stop being afraid. To just stop. What are you now free to do?\n\n#brave #free #honest #healthy #happy #life #living #optimism #love	0	1	0	0	1	1	1	0	0	0	0
2017-En-40801	@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂	0	0	0	0	1	0	0	1	1	0	0
2017-En-20415	@KarenL109 replace the carpet!! #shocking !!!!	0	0	1	0	0	0	0	0	0	1	0
2017-En-40105	Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad	0	0	0	0	0	1	0	0	1	0	0
2017-En-21748	@wowairsupport it world be great if the live support was actually helpful #nightmare	0	0	0	1	0	0	0	1	0	0	0
2017-En-22131	@YahooFantasy update may have been the worst mistake of my day 	1	0	0	0	0	0	0	1	1	0	0
2017-En-11069	no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute	0	0	0	0	1	1	0	0	0	0	0
2017-En-31118	@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!	0	0	0	0	1	0	0	0	0	0	0
2017-En-20660	@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.	1	0	1	0	0	0	0	0	1	0	0
2017-En-11086	@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein	0	1	0	0	0	0	1	0	0	1	0
2017-En-22211	@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism	1	0	1	1	0	0	0	0	0	0	0
2017-En-20220	There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful	1	0	1	0	0	0	0	0	1	0	0
2017-En-40534	It is a solemn thing, and no small scandal in the Kingdom, to see God’s children starving while seated at the Father’s table. -AW Tozer	1	0	1	0	0	0	0	1	1	0	0
2017-En-11215	13 hour @bus rides make me  #sorry	0	0	0	0	0	0	0	0	1	0	0
2017-En-20791	Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare	0	0	0	1	0	0	0	1	1	0	0
2017-En-21062	And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful	0	0	1	0	1	0	0	0	1	0	0
2017-En-10706	{Strong hands moving to firmly grope each of @WhimsicallyWild's thighs, squeezing as her digging nails extract a growl from me.}	1	0	1	0	0	0	0	0	0	0	0
2017-En-10938	I hope my hustle don't offend nobody	0	1	0	0	0	0	0	0	0	0	0
2017-En-30254	Rojo is hilarious	0	0	0	0	1	0	0	0	0	0	0
2017-En-31384	@ToyStoriesInt They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people	0	1	0	0	1	0	0	0	0	0	0
2017-En-22191	@torreBe Te gusta American horror story y The walking dead?	0	0	0	1	0	0	0	0	0	0	0
2017-En-21043	Round 2  #pcola	0	0	0	0	0	0	0	0	0	0	0
2017-En-10247	i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming	1	0	1	0	0	0	0	0	1	0	0
2017-En-31534	is it bad that kurt is literally me..? 	0	0	1	0	0	0	0	0	1	0	0
2017-En-20929	@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible	1	1	1	0	0	0	0	0	0	0	0
2017-En-20243	@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism	1	0	1	0	0	0	0	0	1	0	0
2017-En-11348	@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme #madden #tater	0	0	0	0	1	1	1	0	0	0	0
2017-En-10972	Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.	1	0	1	0	0	0	0	0	0	0	0
2017-En-30712	Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday 	1	0	1	0	0	0	0	1	0	0	0
2017-En-31157	How sad is it that I'm rejoicing over a 72💀 #collegekills	0	0	0	0	0	0	0	1	1	0	0
2017-En-11312	@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now)	1	0	0	0	0	0	0	0	1	0	0
2017-En-41403	@nadinekellman yes I can. Don't discourage me.	0	0	0	0	0	0	1	0	1	0	0
2017-En-40986	Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.	0	0	0	0	1	0	1	0	1	0	0
2017-En-20903	#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪	0	0	0	0	1	1	0	0	0	0	0
2017-En-40098	Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness	0	0	0	0	0	0	0	1	1	0	0
2017-En-20232	The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal	0	0	0	1	0	0	0	0	1	0	0
2017-En-30925	For what a beautiful day. #elated	0	0	0	0	1	1	1	0	0	0	0
2017-En-20598	Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed... #tsdoffsite	0	0	0	0	1	0	1	1	0	0	1
2017-En-40179	Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞	0	0	0	0	0	0	0	1	1	0	0
2017-En-21354	@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror	1	0	1	1	0	0	0	0	0	0	0
2017-En-10061	@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious	1	0	0	0	0	0	0	0	1	0	0
2017-En-21391	I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid 	0	0	0	1	0	0	0	0	1	0	0
2017-En-31338	@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious	0	0	0	0	1	0	0	0	0	1	0
2017-En-21606	Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless	0	0	0	1	0	0	0	1	1	0	0
2017-En-20406	Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000	0	1	0	1	0	0	1	0	1	0	0
2017-En-41068	I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. 	1	0	1	0	0	0	0	0	0	0	0
2017-En-11698	Id love 2 c Gyimah in action but his coach is holding a grudge against him!	1	0	1	0	1	0	0	0	1	0	0
2017-En-40320	It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation	0	0	0	0	0	0	0	1	1	0	0
2017-En-21266	What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids	1	0	1	1	0	0	0	0	1	0	0
2017-En-31302	IDC predicts that by 2020 the term cloud will no longer be used...'\n\nIT Managers and Administrators everywhere will rejoice.	0	0	0	0	1	0	1	0	0	0	0
2017-En-11284	Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard	1	0	1	0	0	0	0	0	0	0	0
2017-En-20530	@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump 	1	1	1	0	0	0	0	0	1	0	0
2017-En-31102	#bcwinechat what's the most common method used to make BC #sparkling #wine?	0	1	0	0	1	0	0	0	0	0	0
2017-En-30379	@ardit_haliti I'm so gutted. I loved her cheery disposition.	0	0	0	0	1	1	1	0	0	0	0
2017-En-30511	@doubtcaspar babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily lots💘	0	0	0	0	1	1	1	0	0	0	0
2017-En-40805	Might go on @RadioX tomorrow to hopefully win a new car. My current one stinks of gone off milk. #grim	0	0	1	0	0	0	1	0	1	0	0
2017-En-20787	Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd	0	0	0	0	0	0	1	0	0	0	1
2017-En-31445	If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir #glee #musiclondon	0	0	0	0	1	1	1	0	0	0	0
2017-En-30445	@LoriAlan1 Seriously. Digging those eyebrows. 	0	0	0	0	1	0	1	0	0	0	0
2017-En-40271	My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru  #tumblr	0	0	0	0	1	0	1	0	0	0	0
2017-En-40513	@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7	1	0	1	0	0	0	0	0	0	0	0
2017-En-10233	@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry	1	0	1	0	0	0	0	0	1	0	0
2017-En-20387	Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys 	0	0	0	1	1	0	1	0	0	0	0
2017-En-20695	@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson 	0	0	0	0	0	0	0	0	0	0	0
2017-En-22216	@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies  #whereismyfurniture	1	0	1	0	0	0	0	0	1	0	0
2017-En-10800	testing 	0	0	0	0	0	0	0	0	0	0	0
2017-En-22040	Newly engaged Stevie Wonder has been trying to disguise #the #awful smell from his throat: with a leather jacket made from a broken Wii.	0	0	1	0	0	0	0	0	0	0	0
2017-En-41409	Should've stayed at school cause ain't nobody here	0	0	1	1	0	0	0	1	1	0	0
2017-En-21895	@amychozick @jswatz Not a word about terrorism.	1	1	1	1	0	0	0	0	0	0	0
2017-En-40860	My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher	0	0	0	1	0	0	0	0	1	0	0
2017-En-40755	@hannah_2401 hannah stop being mournful and chill 💁	0	0	1	0	0	0	0	0	1	0	1
2017-En-40528	@VosachResrus ^'ll just #wobble carry you #sink	0	1	1	0	0	0	0	0	0	0	0
2017-En-10091	Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room	1	0	0	1	0	0	0	0	1	0	0
2017-En-30817	Seriously @marksandspencer I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? 😢	1	0	0	0	0	0	0	0	1	0	0
2017-En-22045	I've said it before and I'll say it again: It's God! All God! Only God! #awe #archippusawakening #entirelybyhisgrace	0	0	0	0	1	1	1	0	0	0	0
2017-En-30052	Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #	0	0	0	0	1	0	1	0	0	0	0
2017-En-20120	Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare	1	0	1	1	0	0	0	0	0	0	0
2017-En-21791	@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful	0	0	1	0	0	0	0	0	1	0	0
2017-En-40841	I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism	0	0	0	0	0	0	0	1	1	0	0
2017-En-10285	@EagleGiles23 @tgilmore_92 what I miss? #outrage	1	0	1	1	0	0	0	0	0	0	0
2017-En-21408	On the way to Laser Vista ... lens implantation ... #LaserVista  #happy	0	0	0	0	1	0	1	0	0	0	0
2017-En-20432	Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?	1	0	1	0	0	0	0	0	0	0	0
2017-En-10512	@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone	1	1	0	0	0	0	1	0	0	0	0
2017-En-10152	@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄	1	0	1	0	0	0	0	0	0	0	0
2017-En-10497	Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo	1	0	1	0	0	0	0	0	0	0	0
2017-En-21913	Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.	0	0	0	0	0	0	1	0	0	0	1
2017-En-20114	@SusannahSpot I could pop round #nightmare	0	0	1	1	0	0	0	0	0	0	0
2017-En-21505	@peterdaou What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate	1	0	1	0	0	0	0	0	0	0	0
2017-En-40424	Mayor visits downtrodden part o town in brave PR stunt. More at eleven.	0	1	1	0	0	0	0	0	0	0	0
2017-En-40837	@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!	0	0	0	0	0	0	0	0	1	0	0
2017-En-30584	@FoRDaYS14 😳 chewing what? #smile #arcdental #turlock	0	0	0	0	1	0	1	0	0	0	0
2017-En-11201	@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!	1	0	1	0	0	0	0	0	0	0	0
2017-En-31001	Your #smile is a messenger of your good will.	0	0	0	0	1	0	1	0	0	0	0
2017-En-30605	Athenian: When mirth is the order of the day, he ought to be honoured most who gives most mirth to the greatest number (Laws)	0	0	0	0	1	0	1	0	0	0	0
2017-En-20563	If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech	0	0	0	0	1	0	1	0	0	0	0
2017-En-10421	@cxmbeferre so you WOULDNT date me????? #offended	1	0	1	0	0	0	0	0	1	0	0
2017-En-30418	felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! 	1	0	1	0	1	0	0	0	0	0	0
2017-En-40071	Condolences to the  JC and the Georges family.. #sad	0	0	0	0	0	0	0	1	1	0	0
2017-En-10778	Need a new outlet for 	0	0	0	0	0	0	0	0	0	0	0
2017-En-30597	•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline pumping•\n@RojinHitto	1	1	0	0	1	0	0	0	0	0	0
2017-En-10303	Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol	0	0	0	0	1	0	0	0	0	1	0
2017-En-20398	While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty	0	0	0	1	0	0	1	0	0	0	0
2017-En-11369	Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?	0	1	0	0	0	0	0	0	1	0	0
2017-En-41086	Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!	1	0	1	0	0	0	0	0	0	0	0
2017-En-11309	says, who are you to compared me with the others; I'm just human. #lit #fire 	0	0	0	0	0	0	0	0	0	0	0
2017-En-41129	I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .	1	0	1	0	0	0	0	1	1	0	0
2017-En-30627	@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees	0	0	0	0	1	0	0	0	0	0	0
2017-En-30501	“Don’t burn out; keep yourselves fueled and aflame. Be alert servants of the Master, cheerfully expectant.' Romans 12:11-12	0	0	0	0	1	0	1	0	0	0	1
2017-En-21172	@TheDappaMc also £2.50 for a chocolate Feast ice lolly.. proper shocking 😩	1	0	1	0	0	0	0	0	1	1	0
2017-En-11143	Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part	1	0	1	0	0	0	0	0	0	0	0
2017-En-11428	Or when they hmu on snap, and I'm like.. which one are you. 💀	1	0	0	0	0	0	0	0	0	0	0
2017-En-11570	Blood is boiling	1	0	1	0	0	0	0	0	0	0	0
2017-En-10451	My leg feels like it's gonna burst, yet I'm still expected to go into work:):)	0	0	0	1	1	0	0	0	1	0	0
2017-En-31083	It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!	0	0	0	0	1	0	1	0	0	0	0
2017-En-30907	#GBBO can cheer me up ☺️	0	0	0	0	1	1	1	0	0	0	0
2017-En-21289	@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 	0	0	0	0	0	0	0	1	1	1	0
2017-En-30616	@Blancalanka96 thought it'd be fun and it is not fun but on the bright side I don't have to fight for parking	0	0	0	0	1	0	1	0	0	0	0
2017-En-40798	@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad	0	0	1	0	0	0	0	1	1	0	0
2017-En-40510	A Leopard never changes its spots! #lost	0	0	0	0	0	0	0	1	1	0	0
2017-En-21899	@wrexham I've joined holidog, paw shake and tailster and have one regular customer I just love it 🙈🙈haha @EmilyHD26 @ellshd	0	0	0	0	1	1	1	0	0	0	0
2017-En-10605	My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.	0	1	0	0	0	0	0	0	0	1	1
2017-En-31019	love to play underlord while listening to cheery anime music	0	0	0	0	1	1	1	0	0	0	0
2017-En-21820	@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout	0	0	0	1	0	0	0	0	0	1	0
2017-En-40575	So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles	0	0	0	0	0	0	0	1	1	0	0
2017-En-41519	why the fuck does my mum want me to put corn in the curry?! #grim	1	0	1	0	0	0	0	0	0	0	0
2017-En-30811	It is too fucking bright &amp; too fucking hot outside	1	0	1	0	0	0	0	0	0	0	0
2017-En-30309	Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. 	0	0	0	0	1	0	0	0	0	0	0
2017-En-40704	Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback	0	0	0	0	0	0	1	0	0	1	0
2017-En-30295	Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun	0	0	0	0	1	0	1	0	0	0	0
2017-En-21697	Back on my 	0	0	0	0	0	0	0	0	0	0	0
2017-En-41179	@phil500 \nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved	0	0	0	0	1	1	1	0	1	0	0
2017-En-22226	World wants #peace from  #WorldPeaceDay #internationaldayofpeace	0	0	0	0	1	0	1	0	0	0	0
2017-En-20412	@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible	1	0	1	1	0	0	0	0	1	0	0
2017-En-20761	@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism	1	0	1	0	0	0	0	0	0	1	0
2017-En-30619	@gatewaypundit Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!	0	0	0	0	0	0	0	0	0	0	0
2017-En-41414	Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-)	1	0	1	0	0	0	0	0	0	0	0
2017-En-20359	Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. 	0	1	0	1	0	0	0	0	0	1	0
2017-En-30371	It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious	0	0	0	0	1	1	0	0	0	1	0
2017-En-41527	She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio	0	0	0	0	0	1	0	1	1	0	0
2017-En-10295	@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you	0	0	0	1	0	0	0	0	1	0	0
2017-En-30508	He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9	0	0	0	0	1	1	1	0	0	0	0
2017-En-31557	never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*	1	0	0	0	0	0	1	0	0	0	0
2017-En-41126	sav tells our mom 'I love you' and she responds 'Oh.' #sad	0	0	1	0	0	0	0	0	1	0	0
2017-En-40341	One way ticket to the blues.	0	0	0	0	1	0	1	0	0	0	0
2017-En-40935	Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.	1	1	1	0	0	0	0	1	0	0	0
2017-En-31227	@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.	0	0	0	0	1	0	1	0	0	0	0
2017-En-31449	Crossfit houston-la homefolks as for spry proprieties regimes: AJaFUE	0	1	0	0	0	0	0	0	0	1	0
2017-En-20422	okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself	1	1	0	0	0	0	1	0	0	0	0
2017-En-30152	@JamieNicks_ it makes complete sense and i'm elated to hear this :]	0	0	0	0	1	0	1	0	0	0	0
2017-En-21462	When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.	0	0	0	0	0	0	1	1	1	0	1
2017-En-21847	Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films! 	0	1	0	0	1	0	1	0	0	0	0
2017-En-30665	@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice	0	0	0	0	1	0	0	0	0	0	0
2017-En-31540	Treat joy and laughter as a form of worship and spiritual warfare! #laughter #live #victory #worship	0	0	0	0	1	1	1	0	0	0	0
2017-En-20770	@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit	0	1	0	0	0	0	1	0	1	0	0
2017-En-10534	@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO 	0	0	1	0	0	0	0	0	1	0	0
2017-En-21284	I'm way too busy and tired all the time to worry about my past and the things I should be regretting (but I never am).	0	1	0	0	1	0	1	0	1	0	0
2017-En-30183	It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!	0	0	0	0	1	0	0	0	0	0	0
2017-En-11347	@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme  #tater	0	0	0	0	1	1	0	0	0	0	0
2017-En-20827	@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!	0	1	0	1	0	0	1	1	0	0	0
2017-En-11125	@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.	1	0	1	0	0	0	0	0	0	0	0
2017-En-21328	I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day	0	0	1	1	1	0	0	0	1	0	0
2017-En-40460	It's dark	0	0	0	1	0	0	0	0	0	0	0
2017-En-21140	Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ...	0	0	0	0	1	0	1	0	0	0	0
2017-En-31030	I'm ever so cheerful	0	0	0	0	1	1	1	0	0	0	0
2017-En-41459	I need all your attention! If I don't I'll pout..	0	1	0	0	0	0	0	0	0	0	0
2017-En-22198	@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack	1	0	1	0	0	0	0	0	0	0	0
